Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,1.0,0.6667,0.0202,0.0392,0.6948,2
6,2.0,0.6667,0.0404,0.0762,0.6948,4
9,3.0,0.6667,0.0606,0.1111,0.6948,6
12,4.0,0.6667,0.0808,0.1441,0.6948,8
15,5.0,0.6667,0.101,0.1754,0.6948,10
18,6.0,0.6667,0.1212,0.2051,0.6948,12
21,7.0,0.6667,0.1414,0.2333,0.6948,14
24,8.0,0.6667,0.1616,0.2602,0.6948,16
27,9.0,0.5926,0.1616,0.254,0.6948,16
30,10.0,0.5333,0.1616,0.2481,0.6948,16
45,15.0,0.5111,0.2323,0.3194,0.6948,23
60,20.0,0.45,0.2727,0.3396,0.6948,27
75,25.0,0.4933,0.3737,0.4253,0.6948,37
90,30.0,0.4778,0.4343,0.455,0.6948,43
105,35.0,0.4857,0.5152,0.5,0.6948,51
120,40.0,0.4833,0.5859,0.5297,0.6948,58
135,45.0,0.4889,0.6667,0.5641,0.6948,66
150,50.0,0.4667,0.7071,0.5622,0.6948,70
180,60.0,0.4444,0.8081,0.5735,0.6948,80
210,70.0,0.4,0.8485,0.5437,0.6948,84
240,80.0,0.3792,0.9192,0.5369,0.6948,91
270,90.0,0.3667,1.0,0.5366,0.6948,99
300,100.0,0.33,1.0,0.4962,0.6948,99
