Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
6,0.87,1.0,0.0196,0.0385,0.9174,6
13,1.88,0.9231,0.0392,0.0752,0.9174,12
20,2.9,0.85,0.0556,0.1043,0.9174,17
27,3.91,0.8148,0.0719,0.1321,0.9174,22
34,4.93,0.8235,0.0915,0.1647,0.9174,28
41,5.94,0.7805,0.1046,0.1844,0.9174,32
48,6.96,0.7917,0.1242,0.2147,0.9174,38
55,7.97,0.7455,0.134,0.2271,0.9174,41
62,8.99,0.7742,0.1569,0.2609,0.9174,48
69,10.0,0.7536,0.1699,0.2773,0.9174,52
103,14.93,0.767,0.2582,0.3863,0.9174,79
138,20.0,0.7319,0.3301,0.455,0.9174,101
172,24.93,0.7442,0.4183,0.5356,0.9174,128
207,30.0,0.7295,0.4935,0.5887,0.9174,151
241,34.93,0.7344,0.5784,0.6472,0.9174,177
276,40.0,0.7355,0.6634,0.6976,0.9174,203
310,44.93,0.7323,0.7418,0.737,0.9174,227
345,50.0,0.7217,0.8137,0.765,0.9174,249
414,60.0,0.6618,0.8954,0.7611,0.9174,274
483,70.0,0.5963,0.9412,0.73,0.9174,288
552,80.0,0.5399,0.9739,0.6946,0.9174,298
621,90.0,0.4879,0.9902,0.6537,0.9174,303
690,100.0,0.4435,1.0,0.6145,0.9174,306
