Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
850,1.0,0.8035,0.1004,0.1786,1.0,683
1700,2.0,0.8059,0.2015,0.3224,1.0,1370
2550,3.0,0.8035,0.3013,0.4383,1.0,2049
3400,4.0,0.7988,0.3994,0.5325,1.0,2716
4250,5.0,0.7998,0.4999,0.6152,1.0,3399
5100,6.0,0.7996,0.5997,0.6854,1.0,4078
5950,7.0,0.7961,0.6966,0.7431,1.0,4737
6800,8.0,0.7965,0.7965,0.7965,1.0,5416
7650,9.0,0.7995,0.8994,0.8465,1.0,6116
8500,10.0,0.7996,0.9996,0.8885,1.0,6797
12750,15.0,0.5333,0.9999,0.6955,1.0,6799
17000,20.0,0.4,1.0,0.5714,1.0,6800
21250,25.0,0.32,1.0,0.4848,1.0,6800
25500,30.0,0.2667,1.0,0.4211,1.0,6800
29750,35.0,0.2286,1.0,0.3721,1.0,6800
34000,40.0,0.2,1.0,0.3333,1.0,6800
38250,45.0,0.1778,1.0,0.3019,1.0,6800
42500,50.0,0.16,1.0,0.2759,1.0,6800
51000,60.0,0.1333,1.0,0.2353,1.0,6800
59500,70.0,0.1143,1.0,0.2051,1.0,6800
68000,80.0,0.1,1.0,0.1818,1.0,6800
76500,90.0,0.0889,1.0,0.1633,1.0,6800
85000,100.0,0.08,1.0,0.1481,1.0,6800
