Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
23,0.96,0.1304,0.015,0.0269,0.6416,3
47,1.97,0.1915,0.045,0.0729,0.6416,9
71,2.97,0.2394,0.085,0.1255,0.6416,17
95,3.97,0.2421,0.115,0.1559,0.6416,23
119,4.98,0.2437,0.145,0.1818,0.6416,29
143,5.98,0.2378,0.17,0.1983,0.6416,34
167,6.98,0.2455,0.205,0.2234,0.6416,41
191,7.99,0.2408,0.23,0.2353,0.6416,46
215,8.99,0.2419,0.26,0.2506,0.6416,52
239,10.0,0.2385,0.285,0.2597,0.6416,57
358,14.97,0.1955,0.35,0.2509,0.6416,70
478,19.99,0.1757,0.42,0.2478,0.6416,84
597,24.97,0.1457,0.435,0.2183,0.6416,87
717,29.99,0.1339,0.48,0.2094,0.6416,96
836,34.96,0.1328,0.555,0.2143,0.6416,111
956,39.98,0.1266,0.605,0.2093,0.6416,121
1075,44.96,0.1153,0.62,0.1945,0.6416,124
1195,49.98,0.1088,0.65,0.1864,0.6416,130
1434,59.97,0.1046,0.75,0.1836,0.6416,150
1673,69.97,0.0962,0.805,0.1719,0.6416,161
1912,79.97,0.0921,0.88,0.1667,0.6416,176
2151,89.96,0.0869,0.935,0.1591,0.6416,187
2391,100.0,0.0836,1.0,0.1544,0.6416,200
