Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
63,0.99,0.0794,0.0099,0.0176,0.5281,5
127,1.99,0.0709,0.0179,0.0285,0.5281,9
191,3.0,0.0838,0.0317,0.046,0.5281,16
254,3.99,0.0866,0.0437,0.058,0.5281,22
318,4.99,0.0881,0.0556,0.0681,0.5281,28
382,5.99,0.0864,0.0655,0.0745,0.5281,33
446,7.0,0.0807,0.0714,0.0758,0.5281,36
509,7.99,0.0766,0.0774,0.077,0.5281,39
573,8.99,0.0803,0.0913,0.0854,0.5281,46
637,10.0,0.0785,0.0992,0.0876,0.5281,50
955,14.99,0.0796,0.1508,0.1042,0.5281,76
1274,19.99,0.0785,0.1984,0.1125,0.5281,100
1593,25.0,0.0791,0.25,0.1202,0.5281,126
1911,29.99,0.0842,0.3194,0.1333,0.5281,161
2230,35.0,0.0883,0.3909,0.1441,0.5281,197
2548,39.99,0.0871,0.4405,0.1455,0.5281,222
2867,44.99,0.0903,0.5139,0.1537,0.5281,259
3186,50.0,0.0879,0.5556,0.1518,0.5281,280
3823,60.0,0.084,0.6369,0.1484,0.5281,321
4460,69.99,0.0839,0.7421,0.1507,0.5281,374
5097,79.99,0.0818,0.8274,0.1489,0.5281,417
5734,89.99,0.0814,0.9266,0.1497,0.5281,467
6372,100.0,0.0791,1.0,0.1466,0.5281,504
