Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
31,0.97,0.9032,0.0229,0.0447,0.9761,28
63,1.97,0.8254,0.0426,0.0809,0.9761,52
95,2.97,0.8316,0.0646,0.12,0.9761,79
127,3.97,0.8189,0.0851,0.1542,0.9761,104
159,4.97,0.8113,0.1056,0.1868,0.9761,129
191,5.98,0.8063,0.126,0.218,0.9761,154
223,6.98,0.7982,0.1457,0.2464,0.9761,178
255,7.98,0.8039,0.1678,0.2776,0.9761,205
287,8.98,0.7909,0.1858,0.3009,0.9761,227
319,9.98,0.79,0.2062,0.3271,0.9761,252
479,14.99,0.8079,0.3167,0.455,0.9761,387
639,19.99,0.7934,0.4149,0.5449,0.9761,507
799,25.0,0.796,0.5205,0.6294,0.9761,636
958,29.97,0.786,0.6162,0.6908,0.9761,753
1118,34.98,0.7853,0.7185,0.7504,0.9761,878
1278,39.99,0.7746,0.8101,0.792,0.9761,990
1438,44.99,0.7517,0.8846,0.8128,0.9761,1081
1598,50.0,0.7247,0.9476,0.8213,0.9761,1158
1917,59.98,0.6291,0.9869,0.7684,0.9761,1206
2237,69.99,0.544,0.9959,0.7037,0.9761,1217
2556,79.97,0.4773,0.9984,0.6458,0.9761,1220
2876,89.99,0.4249,1.0,0.5964,0.9761,1222
3196,100.0,0.3824,1.0,0.5532,0.9761,1222
