Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
41,0.98,0.1463,0.0441,0.0678,0.7845,6
83,1.99,0.253,0.1544,0.1918,0.7845,21
125,2.99,0.288,0.2647,0.2759,0.7845,36
167,4.0,0.3054,0.375,0.3366,0.7845,51
208,4.98,0.2933,0.4485,0.3547,0.7845,61
250,5.99,0.284,0.5221,0.3679,0.7845,71
292,6.99,0.2603,0.5588,0.3551,0.7845,76
334,8.0,0.2365,0.5809,0.3362,0.7845,79
375,8.98,0.216,0.5956,0.317,0.7845,81
417,9.98,0.1966,0.6029,0.2966,0.7845,82
626,14.99,0.1406,0.6471,0.231,0.7845,88
835,19.99,0.1066,0.6544,0.1833,0.7845,89
1044,24.99,0.0881,0.6765,0.1559,0.7845,92
1253,30.0,0.0766,0.7059,0.1382,0.7845,96
1461,34.98,0.0684,0.7353,0.1252,0.7845,100
1670,39.98,0.0635,0.7794,0.1174,0.7845,106
1879,44.98,0.0575,0.7941,0.1072,0.7845,108
2088,49.99,0.0522,0.8015,0.098,0.7845,109
2506,60.0,0.0451,0.8309,0.0855,0.7845,113
2923,69.98,0.0414,0.8897,0.0791,0.7845,121
3341,79.99,0.0374,0.9191,0.0719,0.7845,125
3759,89.99,0.0351,0.9706,0.0678,0.7845,132
4177,100.0,0.0326,1.0,0.0631,0.7845,136
