Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,0.92,1.0,0.0727,0.1356,0.9678,8
17,1.95,0.9412,0.1455,0.252,0.9678,16
26,2.98,0.9231,0.2182,0.3529,0.9678,24
34,3.9,0.8529,0.2636,0.4028,0.9678,29
43,4.93,0.8372,0.3273,0.4706,0.9678,36
52,5.96,0.7308,0.3455,0.4691,0.9678,38
61,7.0,0.7377,0.4091,0.5263,0.9678,45
69,7.91,0.7681,0.4818,0.5922,0.9678,53
78,8.94,0.7564,0.5364,0.6277,0.9678,59
87,9.98,0.7586,0.6,0.6701,0.9678,66
130,14.91,0.6692,0.7909,0.725,0.9678,87
174,19.95,0.6034,0.9545,0.7394,0.9678,105
218,25.0,0.5046,1.0,0.6707,0.9678,110
261,29.93,0.4215,1.0,0.593,0.9678,110
305,34.98,0.3607,1.0,0.5301,0.9678,110
348,39.91,0.3161,1.0,0.4803,0.9678,110
392,44.95,0.2806,1.0,0.4382,0.9678,110
436,50.0,0.2523,1.0,0.4029,0.9678,110
523,59.98,0.2103,1.0,0.3476,0.9678,110
610,69.95,0.1803,1.0,0.3056,0.9678,110
697,79.93,0.1578,1.0,0.2726,0.9678,110
784,89.91,0.1403,1.0,0.2461,0.9678,110
872,100.0,0.1261,1.0,0.224,0.9678,110
