Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
81,1.0,0.0,0.0,0.0,0.4973,0
162,1.99,0.0,0.0,0.0,0.4973,0
243,2.99,0.0288,0.0082,0.0128,0.4973,7
324,3.99,0.0772,0.0293,0.0425,0.4973,25
406,5.0,0.1207,0.0575,0.0779,0.4973,49
487,5.99,0.1211,0.0692,0.0881,0.4973,59
568,6.99,0.1197,0.0798,0.0958,0.4973,68
649,7.99,0.1156,0.088,0.0999,0.4973,75
731,9.0,0.1081,0.0927,0.0998,0.4973,79
812,10.0,0.1034,0.0986,0.101,0.4973,84
1218,14.99,0.0903,0.1291,0.1063,0.4973,110
1624,19.99,0.0819,0.1561,0.1074,0.4973,133
2031,25.0,0.0743,0.1772,0.1048,0.4973,151
2437,30.0,0.0648,0.1854,0.0961,0.4973,158
2843,35.0,0.0647,0.216,0.0996,0.4973,184
3249,39.99,0.0773,0.2946,0.1224,0.4973,251
3655,44.99,0.0897,0.385,0.1456,0.4973,328
4062,50.0,0.0972,0.4636,0.1608,0.4973,395
4874,60.0,0.1079,0.6174,0.1837,0.4973,526
5686,69.99,0.1199,0.8005,0.2086,0.4973,682
6499,80.0,0.1176,0.8967,0.2079,0.4973,764
7311,89.99,0.1133,0.9718,0.2029,0.4973,828
8124,100.0,0.1049,1.0,0.1898,0.4973,852
