Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.82,1.0,0.0517,0.0984,1.0,3
7,1.91,0.8571,0.1034,0.1846,1.0,6
10,2.73,0.8,0.1379,0.2353,1.0,8
14,3.83,0.7857,0.1897,0.3056,1.0,11
18,4.92,0.8333,0.2586,0.3947,1.0,15
21,5.74,0.8571,0.3103,0.4557,1.0,18
25,6.83,0.88,0.3793,0.5301,1.0,22
29,7.92,0.8966,0.4483,0.5977,1.0,26
32,8.74,0.875,0.4828,0.6222,1.0,28
36,9.84,0.8611,0.5345,0.6596,1.0,31
54,14.75,0.8519,0.7931,0.8214,1.0,46
73,19.95,0.7945,1.0,0.8855,1.0,58
91,24.86,0.6374,1.0,0.7785,1.0,58
109,29.78,0.5321,1.0,0.6946,1.0,58
128,34.97,0.4531,1.0,0.6237,1.0,58
146,39.89,0.3973,1.0,0.5686,1.0,58
164,44.81,0.3537,1.0,0.5225,1.0,58
183,50.0,0.3169,1.0,0.4813,1.0,58
219,59.84,0.2648,1.0,0.4188,1.0,58
256,69.95,0.2266,1.0,0.3694,1.0,58
292,79.78,0.1986,1.0,0.3314,1.0,58
329,89.89,0.1763,1.0,0.2997,1.0,58
366,100.0,0.1585,1.0,0.2736,1.0,58
