Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,1.0,0.6667,0.0202,0.0392,0.6888,2
6,2.0,0.8333,0.0505,0.0952,0.6888,5
9,3.0,0.7778,0.0707,0.1296,0.6888,7
12,4.0,0.6667,0.0808,0.1441,0.6888,8
15,5.0,0.6667,0.101,0.1754,0.6888,10
18,6.0,0.6667,0.1212,0.2051,0.6888,12
21,7.0,0.6667,0.1414,0.2333,0.6888,14
24,8.0,0.625,0.1515,0.2439,0.6888,15
27,9.0,0.5926,0.1616,0.254,0.6888,16
30,10.0,0.6333,0.1919,0.2946,0.6888,19
45,15.0,0.5556,0.2525,0.3472,0.6888,25
60,20.0,0.4667,0.2828,0.3522,0.6888,28
75,25.0,0.4267,0.3232,0.3678,0.6888,32
90,30.0,0.4667,0.4242,0.4444,0.6888,42
105,35.0,0.4667,0.4949,0.4804,0.6888,49
120,40.0,0.4583,0.5556,0.5023,0.6888,55
135,45.0,0.4667,0.6364,0.5385,0.6888,63
150,50.0,0.46,0.697,0.5542,0.6888,69
180,60.0,0.4333,0.7879,0.5591,0.6888,78
210,70.0,0.4048,0.8586,0.5502,0.6888,85
240,80.0,0.3875,0.9394,0.5487,0.6888,93
270,90.0,0.3667,1.0,0.5366,0.6888,99
300,100.0,0.33,1.0,0.4962,0.6888,99
