Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.85,0.75,0.0909,0.1622,0.9942,3
9,1.92,0.7778,0.2121,0.3333,0.9942,7
14,2.99,0.7857,0.3333,0.4681,0.9942,11
18,3.84,0.7222,0.3939,0.5098,0.9942,13
23,4.9,0.6957,0.4848,0.5714,0.9942,16
28,5.97,0.75,0.6364,0.6885,0.9942,21
32,6.82,0.7188,0.697,0.7077,0.9942,23
37,7.89,0.6757,0.7576,0.7143,0.9942,25
42,8.96,0.6905,0.8788,0.7733,0.9942,29
46,9.81,0.6739,0.9394,0.7848,0.9942,31
70,14.93,0.4714,1.0,0.6408,0.9942,33
93,19.83,0.3548,1.0,0.5238,0.9942,33
117,24.95,0.2821,1.0,0.44,0.9942,33
140,29.85,0.2357,1.0,0.3815,0.9942,33
164,34.97,0.2012,1.0,0.335,0.9942,33
187,39.87,0.1765,1.0,0.3,0.9942,33
211,44.99,0.1564,1.0,0.2705,0.9942,33
234,49.89,0.141,1.0,0.2472,0.9942,33
281,59.91,0.1174,1.0,0.2102,0.9942,33
328,69.94,0.1006,1.0,0.1828,0.9942,33
375,79.96,0.088,1.0,0.1618,0.9942,33
422,89.98,0.0782,1.0,0.1451,0.9942,33
469,100.0,0.0704,1.0,0.1315,0.9942,33
