Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.65,0.0,0.0,0.0,0.8022,0
3,1.94,0.3333,0.0385,0.069,0.8022,1
4,2.58,0.5,0.0769,0.1333,0.8022,2
6,3.87,0.5,0.1154,0.1875,0.8022,3
7,4.52,0.4286,0.1154,0.1818,0.8022,3
9,5.81,0.4444,0.1538,0.2286,0.8022,4
10,6.45,0.4,0.1538,0.2222,0.8022,4
12,7.74,0.3333,0.1538,0.2105,0.8022,4
13,8.39,0.3077,0.1538,0.2051,0.8022,4
15,9.68,0.4,0.2308,0.2927,0.8022,6
23,14.84,0.4348,0.3846,0.4082,0.8022,10
31,20.0,0.4516,0.5385,0.4912,0.8022,14
38,24.52,0.4474,0.6538,0.5312,0.8022,17
46,29.68,0.3913,0.6923,0.5,0.8022,18
54,34.84,0.3889,0.8077,0.525,0.8022,21
62,40.0,0.3387,0.8077,0.4773,0.8022,21
69,44.52,0.3333,0.8846,0.4842,0.8022,23
77,49.68,0.2987,0.8846,0.4466,0.8022,23
93,60.0,0.2581,0.9231,0.4034,0.8022,24
108,69.68,0.2222,0.9231,0.3582,0.8022,24
124,80.0,0.1935,0.9231,0.32,0.8022,24
139,89.68,0.1799,0.9615,0.303,0.8022,25
155,100.0,0.1677,1.0,0.2873,0.8022,26
