Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.88,0.75,0.0455,0.0857,0.8011,3
9,1.99,0.6667,0.0909,0.16,0.8011,6
13,2.88,0.5385,0.1061,0.1772,0.8011,7
18,3.98,0.6111,0.1667,0.2619,0.8011,11
22,4.87,0.5909,0.197,0.2955,0.8011,13
27,5.97,0.5926,0.2424,0.3441,0.8011,16
31,6.86,0.5806,0.2727,0.3711,0.8011,18
36,7.96,0.5833,0.3182,0.4118,0.8011,21
40,8.85,0.575,0.3485,0.434,0.8011,23
45,9.96,0.5778,0.3939,0.4685,0.8011,26
67,14.82,0.5224,0.5303,0.5263,0.8011,35
90,19.91,0.4222,0.5758,0.4872,0.8011,38
113,25.0,0.354,0.6061,0.4469,0.8011,40
135,29.87,0.3333,0.6818,0.4478,0.8011,45
158,34.96,0.3165,0.7576,0.4464,0.8011,50
180,39.82,0.2889,0.7879,0.4228,0.8011,52
203,44.91,0.266,0.8182,0.4015,0.8011,54
226,50.0,0.2434,0.8333,0.3767,0.8011,55
271,59.96,0.2103,0.8636,0.3383,0.8011,57
316,69.91,0.193,0.9242,0.3194,0.8011,61
361,79.87,0.1773,0.9697,0.2998,0.8011,64
406,89.82,0.1576,0.9697,0.2712,0.8011,64
452,100.0,0.146,1.0,0.2548,0.8011,66
