Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.51,0.0,0.0,0.0,0.3417,0
3,1.54,0.0,0.0,0.0,0.3417,0
5,2.56,0.0,0.0,0.0,0.3417,0
7,3.59,0.0,0.0,0.0,0.3417,0
9,4.62,0.0,0.0,0.0,0.3417,0
11,5.64,0.0,0.0,0.0,0.3417,0
13,6.67,0.0,0.0,0.0,0.3417,0
15,7.69,0.0,0.0,0.0,0.3417,0
17,8.72,0.0,0.0,0.0,0.3417,0
19,9.74,0.0,0.0,0.0,0.3417,0
29,14.87,0.0345,0.0208,0.026,0.3417,1
39,20.0,0.0256,0.0208,0.023,0.3417,1
48,24.62,0.0208,0.0208,0.0208,0.3417,1
58,29.74,0.0345,0.0417,0.0377,0.3417,2
68,34.87,0.0441,0.0625,0.0517,0.3417,3
78,40.0,0.0641,0.1042,0.0794,0.3417,5
87,44.62,0.1149,0.2083,0.1481,0.3417,10
97,49.74,0.2062,0.4167,0.2759,0.3417,20
117,60.0,0.2222,0.5417,0.3152,0.3417,26
136,69.74,0.2353,0.6667,0.3478,0.3417,32
156,80.0,0.2179,0.7083,0.3333,0.3417,34
175,89.74,0.2286,0.8333,0.3587,0.3417,40
195,100.0,0.2462,1.0,0.3951,0.3417,48
