Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.82,0.75,0.075,0.1364,0.5067,3
9,1.84,0.8889,0.2,0.3265,0.5067,8
14,2.86,0.9286,0.325,0.4815,0.5067,13
19,3.88,0.7368,0.35,0.4746,0.5067,14
24,4.9,0.5833,0.35,0.4375,0.5067,14
29,5.92,0.4828,0.35,0.4058,0.5067,14
34,6.94,0.4118,0.35,0.3784,0.5067,14
39,7.96,0.359,0.35,0.3544,0.5067,14
44,8.98,0.3182,0.35,0.3333,0.5067,14
49,10.0,0.2857,0.35,0.3146,0.5067,14
73,14.9,0.2055,0.375,0.2655,0.5067,15
98,20.0,0.1531,0.375,0.2174,0.5067,15
122,24.9,0.123,0.375,0.1852,0.5067,15
147,30.0,0.102,0.375,0.1604,0.5067,15
171,34.9,0.0877,0.375,0.1422,0.5067,15
196,40.0,0.0816,0.4,0.1356,0.5067,16
220,44.9,0.0818,0.45,0.1385,0.5067,18
245,50.0,0.0735,0.45,0.1263,0.5067,18
294,60.0,0.0612,0.45,0.1078,0.5067,18
343,70.0,0.0525,0.45,0.094,0.5067,18
392,80.0,0.0459,0.45,0.0833,0.5067,18
441,90.0,0.0408,0.45,0.0748,0.5067,18
490,100.0,0.0816,1.0,0.1509,0.5067,40
