Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
31,0.97,0.3871,0.0079,0.0154,0.5781,12
63,1.97,0.4762,0.0196,0.0377,0.5781,30
95,2.97,0.5368,0.0334,0.0629,0.5781,51
127,3.97,0.5512,0.0458,0.0846,0.5781,70
159,4.97,0.5409,0.0563,0.102,0.5781,86
191,5.98,0.555,0.0694,0.1234,0.5781,106
223,6.98,0.583,0.0851,0.1486,0.5781,130
255,7.98,0.5804,0.0969,0.1661,0.5781,148
287,8.98,0.5923,0.1113,0.1874,0.5781,170
319,9.98,0.5956,0.1244,0.2059,0.5781,190
479,14.99,0.5929,0.186,0.2832,0.5781,284
639,19.99,0.579,0.2423,0.3416,0.5781,370
799,25.0,0.562,0.294,0.3861,0.5781,449
958,29.97,0.5532,0.3471,0.4266,0.5781,530
1118,34.98,0.5438,0.3982,0.4597,0.5781,608
1278,39.99,0.5438,0.4551,0.4955,0.5781,695
1438,44.99,0.5348,0.5036,0.5187,0.5781,769
1598,50.0,0.5275,0.5521,0.5395,0.5781,843
1917,59.98,0.5216,0.6549,0.5807,0.5781,1000
2237,69.99,0.5163,0.7564,0.6137,0.5781,1155
2556,79.97,0.5047,0.8448,0.6319,0.5781,1290
2876,89.99,0.4927,0.928,0.6437,0.5781,1417
3196,100.0,0.4778,1.0,0.6466,0.5781,1527
