Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
2,0.93,0.0,0.0,0.0,0.8838,0
4,1.87,0.0,0.0,0.0,0.8838,0
6,2.8,0.3333,0.0645,0.1081,0.8838,2
8,3.74,0.25,0.0645,0.1026,0.8838,2
10,4.67,0.4,0.129,0.1951,0.8838,4
12,5.61,0.4167,0.1613,0.2326,0.8838,5
14,6.54,0.4286,0.1935,0.2667,0.8838,6
17,7.94,0.4118,0.2258,0.2917,0.8838,7
19,8.88,0.4211,0.2581,0.32,0.8838,8
21,9.81,0.4762,0.3226,0.3846,0.8838,10
32,14.95,0.5938,0.6129,0.6032,0.8838,19
42,19.63,0.5,0.6774,0.5753,0.8838,21
53,24.77,0.3962,0.6774,0.5,0.8838,21
64,29.91,0.375,0.7742,0.5053,0.8838,24
74,34.58,0.3243,0.7742,0.4571,0.8838,24
85,39.72,0.3059,0.8387,0.4483,0.8838,26
96,44.86,0.3021,0.9355,0.4567,0.8838,29
107,50.0,0.2804,0.9677,0.4348,0.8838,30
128,59.81,0.2422,1.0,0.3899,0.8838,31
149,69.63,0.2081,1.0,0.3444,0.8838,31
171,79.91,0.1813,1.0,0.3069,0.8838,31
192,89.72,0.1615,1.0,0.278,0.8838,31
214,100.0,0.1449,1.0,0.2531,0.8838,31
