Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,1.0,0.125,0.01,0.0185,0.6004,1
16,2.0,0.1875,0.03,0.0517,0.6004,3
24,3.0,0.125,0.03,0.0484,0.6004,3
32,4.0,0.125,0.04,0.0606,0.6004,4
40,5.0,0.15,0.06,0.0857,0.6004,6
48,6.0,0.1667,0.08,0.1081,0.6004,8
56,7.0,0.1607,0.09,0.1154,0.6004,9
64,8.0,0.1875,0.12,0.1463,0.6004,12
72,9.0,0.1806,0.13,0.1512,0.6004,13
80,10.0,0.175,0.14,0.1556,0.6004,14
120,15.0,0.1917,0.23,0.2091,0.6004,23
160,20.0,0.175,0.28,0.2154,0.6004,28
200,25.0,0.18,0.36,0.24,0.6004,36
240,30.0,0.1625,0.39,0.2294,0.6004,39
280,35.0,0.1643,0.46,0.2421,0.6004,46
320,40.0,0.1594,0.51,0.2429,0.6004,51
360,45.0,0.1556,0.56,0.2435,0.6004,56
400,50.0,0.1525,0.61,0.244,0.6004,61
480,60.0,0.1479,0.71,0.2448,0.6004,71
560,70.0,0.1446,0.81,0.2455,0.6004,81
640,80.0,0.1422,0.91,0.2459,0.6004,91
720,90.0,0.1347,0.97,0.2366,0.6004,97
800,100.0,0.125,1.0,0.2222,0.6004,100
