Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
31,0.97,0.8387,0.0213,0.0415,0.9936,26
63,1.97,0.8571,0.0442,0.084,0.9936,54
95,2.97,0.8211,0.0638,0.1185,0.9936,78
127,3.97,0.8031,0.0835,0.1512,0.9936,102
159,4.97,0.7987,0.1039,0.1839,0.9936,127
191,5.98,0.801,0.1252,0.2166,0.9936,153
223,6.98,0.7982,0.1457,0.2464,0.9936,178
255,7.98,0.8157,0.1702,0.2817,0.9936,208
287,8.98,0.8188,0.1923,0.3115,0.9936,235
319,9.98,0.8056,0.2103,0.3335,0.9936,257
479,14.99,0.8205,0.3216,0.4621,0.9936,393
639,19.99,0.8169,0.4272,0.561,0.9936,522
799,25.0,0.8085,0.5286,0.6393,0.9936,646
958,29.97,0.809,0.6342,0.711,0.9936,775
1118,34.98,0.7952,0.7275,0.7598,0.9936,889
1278,39.99,0.7903,0.8265,0.808,0.9936,1010
1438,44.99,0.7796,0.9173,0.8429,0.9936,1121
1598,50.0,0.7509,0.982,0.8511,0.9936,1200
1917,59.98,0.6364,0.9984,0.7773,0.9936,1220
2237,69.99,0.5463,1.0,0.7066,0.9936,1222
2556,79.97,0.4781,1.0,0.6469,0.9936,1222
2876,89.99,0.4249,1.0,0.5964,0.9936,1222
3196,100.0,0.3824,1.0,0.5532,0.9936,1222
