Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.81,0.0,0.0,0.0,0.6778,0
7,1.89,0.0,0.0,0.0,0.6778,0
11,2.97,0.0,0.0,0.0,0.6778,0
14,3.78,0.0,0.0,0.0,0.6778,0
18,4.86,0.0,0.0,0.0,0.6778,0
22,5.95,0.0,0.0,0.0,0.6778,0
25,6.76,0.0,0.0,0.0,0.6778,0
29,7.84,0.0,0.0,0.0,0.6778,0
33,8.92,0.0,0.0,0.0,0.6778,0
37,10.0,0.027,0.02,0.023,0.6778,1
55,14.86,0.0909,0.1,0.0952,0.6778,5
74,20.0,0.0811,0.12,0.0968,0.6778,6
92,24.86,0.1413,0.26,0.1831,0.6778,13
111,30.0,0.1532,0.34,0.2112,0.6778,17
129,34.86,0.1783,0.46,0.257,0.6778,23
148,40.0,0.223,0.66,0.3333,0.6778,33
166,44.86,0.2349,0.78,0.3611,0.6778,39
185,50.0,0.2378,0.88,0.3745,0.6778,44
222,60.0,0.2252,1.0,0.3676,0.6778,50
259,70.0,0.1931,1.0,0.3236,0.6778,50
296,80.0,0.1689,1.0,0.289,0.6778,50
333,90.0,0.1502,1.0,0.2611,0.6778,50
370,100.0,0.1351,1.0,0.2381,0.6778,50
