Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
20,0.97,0.35,0.0183,0.0347,0.8335,7
41,2.0,0.5366,0.0574,0.1038,0.8335,22
61,2.97,0.5574,0.0888,0.1532,0.8335,34
82,4.0,0.5244,0.1123,0.1849,0.8335,43
102,4.97,0.5294,0.141,0.2227,0.8335,54
123,5.99,0.5528,0.1775,0.2688,0.8335,68
143,6.97,0.5175,0.1932,0.2814,0.8335,74
164,7.99,0.5061,0.2167,0.3035,0.8335,83
184,8.97,0.5,0.2402,0.3245,0.8335,92
205,9.99,0.5073,0.2715,0.3537,0.8335,104
307,14.96,0.4886,0.3916,0.4348,0.8335,150
410,19.98,0.4439,0.4752,0.459,0.8335,182
513,25.0,0.4211,0.564,0.4821,0.8335,216
615,29.97,0.413,0.6632,0.509,0.8335,254
718,34.99,0.3997,0.7493,0.5213,0.8335,287
820,39.96,0.3805,0.8146,0.5187,0.8335,312
923,44.98,0.3749,0.9034,0.5299,0.8335,346
1026,50.0,0.3567,0.9556,0.5195,0.8335,366
1231,59.99,0.3095,0.9948,0.4721,0.8335,381
1436,69.98,0.2667,1.0,0.4211,0.8335,383
1641,79.97,0.2334,1.0,0.3785,0.8335,383
1846,89.96,0.2075,1.0,0.3437,0.8335,383
2052,100.0,0.1866,1.0,0.3146,0.8335,383
