Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.82,0.75,0.0909,0.1622,0.918,3
9,1.84,0.6667,0.1818,0.2857,0.918,6
14,2.86,0.6429,0.2727,0.383,0.918,9
19,3.88,0.6842,0.3939,0.5,0.918,13
24,4.9,0.6667,0.4848,0.5614,0.918,16
29,5.92,0.6897,0.6061,0.6452,0.918,20
34,6.94,0.5882,0.6061,0.597,0.918,20
39,7.96,0.5897,0.697,0.6389,0.918,23
44,8.98,0.5909,0.7879,0.6753,0.918,26
49,10.0,0.5306,0.7879,0.6341,0.918,26
73,14.9,0.3836,0.8485,0.5283,0.918,28
98,20.0,0.2959,0.8788,0.4427,0.918,29
122,24.9,0.2459,0.9091,0.3871,0.918,30
147,30.0,0.2041,0.9091,0.3333,0.918,30
171,34.9,0.1754,0.9091,0.2941,0.918,30
196,40.0,0.1531,0.9091,0.262,0.918,30
220,44.9,0.1409,0.9394,0.2451,0.918,31
245,50.0,0.1265,0.9394,0.223,0.918,31
294,60.0,0.1054,0.9394,0.1896,0.918,31
343,70.0,0.0904,0.9394,0.1649,0.918,31
392,80.0,0.0816,0.9697,0.1506,0.918,32
441,90.0,0.0748,1.0,0.1392,0.918,33
490,100.0,0.0673,1.0,0.1262,0.918,33
