Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
5,0.86,1.0,0.012,0.0238,0.5392,5
11,1.89,1.0,0.0264,0.0515,0.5392,11
17,2.92,1.0,0.0409,0.0785,0.5392,17
23,3.95,1.0,0.0553,0.1048,0.5392,23
29,4.97,1.0,0.0697,0.1303,0.5392,29
34,5.83,0.9706,0.0793,0.1467,0.5392,33
40,6.86,0.95,0.0913,0.1667,0.5392,38
46,7.89,0.913,0.101,0.1818,0.5392,42
52,8.92,0.8846,0.1106,0.1966,0.5392,46
58,9.95,0.8621,0.1202,0.211,0.5392,50
87,14.92,0.8276,0.1731,0.2863,0.5392,72
116,19.9,0.7586,0.2115,0.3308,0.5392,88
145,24.87,0.7379,0.2572,0.3815,0.5392,107
174,29.85,0.7299,0.3053,0.4305,0.5392,127
204,34.99,0.7157,0.351,0.471,0.5392,146
233,39.97,0.7167,0.4014,0.5146,0.5392,167
262,44.94,0.7328,0.4615,0.5664,0.5392,192
291,49.91,0.7285,0.5096,0.5997,0.5392,212
349,59.86,0.7307,0.613,0.6667,0.5392,255
408,69.98,0.7255,0.7115,0.7184,0.5392,296
466,79.93,0.7253,0.8125,0.7664,0.5392,338
524,89.88,0.7195,0.9062,0.8021,0.5392,377
583,100.0,0.7136,1.0,0.8328,0.5392,416
