Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
81,1.0,0.0,0.0,0.0,0.4353,0
162,1.99,0.0,0.0,0.0,0.4353,0
243,2.99,0.0,0.0,0.0,0.4353,0
324,3.99,0.0,0.0,0.0,0.4353,0
406,5.0,0.0,0.0,0.0,0.4353,0
487,5.99,0.0041,0.0023,0.003,0.4353,2
568,6.99,0.0035,0.0023,0.0028,0.4353,2
649,7.99,0.0062,0.0047,0.0053,0.4353,4
731,9.0,0.0055,0.0047,0.0051,0.4353,4
812,10.0,0.0062,0.0059,0.006,0.4353,5
1218,14.99,0.0123,0.0176,0.0145,0.4353,15
1624,19.99,0.0172,0.0329,0.0226,0.4353,28
2031,25.0,0.0295,0.0704,0.0416,0.4353,60
2437,30.0,0.0353,0.1009,0.0523,0.4353,86
2843,35.0,0.0405,0.135,0.0622,0.4353,115
3249,39.99,0.0489,0.1866,0.0775,0.4353,159
3655,44.99,0.0637,0.2735,0.1034,0.4353,233
4062,50.0,0.0783,0.3732,0.1294,0.4353,318
4874,60.0,0.0905,0.5176,0.154,0.4353,441
5686,69.99,0.1168,0.7793,0.2031,0.4353,664
6499,80.0,0.1223,0.9331,0.2163,0.4353,795
7311,89.99,0.1163,0.9977,0.2083,0.4353,850
8124,100.0,0.1049,1.0,0.1898,0.4353,852
