Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
17,0.98,0.5882,0.0909,0.1575,0.9858,10
34,1.97,0.7353,0.2273,0.3472,0.9858,25
51,2.95,0.7451,0.3455,0.472,0.9858,38
69,3.99,0.7101,0.4455,0.5475,0.9858,49
86,4.98,0.7209,0.5636,0.6327,0.9858,62
103,5.96,0.6796,0.6364,0.6573,0.9858,70
120,6.94,0.6667,0.7273,0.6957,0.9858,80
138,7.99,0.6159,0.7727,0.6855,0.9858,85
155,8.97,0.5871,0.8273,0.6868,0.9858,91
172,9.95,0.5523,0.8636,0.6738,0.9858,95
259,14.99,0.4131,0.9727,0.5799,0.9858,107
345,19.97,0.3159,0.9909,0.4791,0.9858,109
432,25.0,0.2546,1.0,0.4059,0.9858,110
518,29.98,0.2124,1.0,0.3503,0.9858,110
604,34.95,0.1821,1.0,0.3081,0.9858,110
691,39.99,0.1592,1.0,0.2747,0.9858,110
777,44.97,0.1416,1.0,0.248,0.9858,110
864,50.0,0.1273,1.0,0.2259,0.9858,110
1036,59.95,0.1062,1.0,0.192,0.9858,110
1209,69.97,0.091,1.0,0.1668,0.9858,110
1382,79.98,0.0796,1.0,0.1475,0.9858,110
1555,89.99,0.0707,1.0,0.1321,0.9858,110
1728,100.0,0.0637,1.0,0.1197,0.9858,110
