Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
6,0.98,1.0,0.0732,0.1364,0.8671,6
12,1.95,1.0,0.1463,0.2553,0.8671,12
18,2.93,1.0,0.2195,0.36,0.8671,18
24,3.9,0.9583,0.2805,0.434,0.8671,23
30,4.88,0.9333,0.3415,0.5,0.8671,28
36,5.85,0.9167,0.4024,0.5593,0.8671,33
43,6.99,0.907,0.4756,0.624,0.8671,39
49,7.97,0.8571,0.5122,0.6412,0.8671,42
55,8.94,0.8364,0.561,0.6715,0.8671,46
61,9.92,0.8361,0.622,0.7133,0.8671,51
92,14.96,0.6087,0.6829,0.6437,0.8671,56
123,20.0,0.5041,0.7561,0.6049,0.8671,62
153,24.88,0.4314,0.8049,0.5617,0.8671,66
184,29.92,0.3587,0.8049,0.4962,0.8671,66
215,34.96,0.307,0.8049,0.4444,0.8671,66
246,40.0,0.2764,0.8293,0.4146,0.8671,68
276,44.88,0.25,0.8415,0.3855,0.8671,69
307,49.92,0.2248,0.8415,0.3548,0.8671,69
369,60.0,0.1978,0.8902,0.3237,0.8671,73
430,69.92,0.1744,0.9146,0.293,0.8671,75
492,80.0,0.1606,0.9634,0.2753,0.8671,79
553,89.92,0.1483,1.0,0.2583,0.8671,82
615,100.0,0.1333,1.0,0.2353,0.8671,82
