Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
63,0.99,0.127,0.0159,0.0282,0.5299,8
127,1.99,0.0945,0.0238,0.038,0.5299,12
191,3.0,0.0681,0.0258,0.0374,0.5299,13
254,3.99,0.0591,0.0298,0.0396,0.5299,15
318,4.99,0.0472,0.0298,0.0365,0.5299,15
382,5.99,0.0497,0.0377,0.0429,0.5299,19
446,7.0,0.0561,0.0496,0.0526,0.5299,25
509,7.99,0.057,0.0575,0.0573,0.5299,29
573,8.99,0.0698,0.0794,0.0743,0.5299,40
637,10.0,0.0738,0.0933,0.0824,0.5299,47
955,14.99,0.0764,0.1448,0.1001,0.5299,73
1274,19.99,0.084,0.2123,0.1204,0.5299,107
1593,25.0,0.081,0.256,0.123,0.5299,129
1911,29.99,0.0832,0.3155,0.1317,0.5299,159
2230,35.0,0.0798,0.3532,0.1302,0.5299,178
2548,39.99,0.0863,0.4365,0.1442,0.5299,220
2867,44.99,0.0862,0.4901,0.1465,0.5299,247
3186,50.0,0.0869,0.5496,0.1501,0.5299,277
3823,60.0,0.0866,0.6567,0.153,0.5299,331
4460,69.99,0.0839,0.7421,0.1507,0.5299,374
5097,79.99,0.084,0.8492,0.1528,0.5299,428
5734,89.99,0.0832,0.9464,0.1529,0.5299,477
6372,100.0,0.0791,1.0,0.1466,0.5299,504
