Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
100,1.0,0.0,0.0,0.0,0.5369,0
200,2.0,0.0,0.0,0.0,0.5369,0
300,3.0,0.0,0.0,0.0,0.5369,0
400,4.0,0.0,0.0,0.0,0.5369,0
500,5.0,0.0,0.0,0.0,0.5369,0
600,6.0,0.0,0.0,0.0,0.5369,0
700,7.0,0.0,0.0,0.0,0.5369,0
800,8.0,0.0,0.0,0.0,0.5369,0
900,9.0,0.0,0.0,0.0,0.5369,0
1000,10.0,0.0,0.0,0.0,0.5369,0
1500,15.0,0.0547,0.0386,0.0453,0.5369,82
2000,20.0,0.045,0.0424,0.0436,0.5369,90
2500,25.0,0.0856,0.1008,0.0926,0.5369,214
3000,30.0,0.1183,0.1671,0.1386,0.5369,355
3500,35.0,0.1303,0.2147,0.1622,0.5369,456
4000,40.0,0.1405,0.2646,0.1835,0.5369,562
4500,45.0,0.1736,0.3677,0.2358,0.5369,781
5000,50.0,0.2288,0.5386,0.3212,0.5369,1144
6000,60.0,0.2973,0.8399,0.4392,0.5369,1784
7000,70.0,0.2821,0.9298,0.4329,0.5369,1975
8000,80.0,0.2634,0.992,0.4162,0.5369,2107
9000,90.0,0.236,1.0,0.3819,0.5369,2124
10000,100.0,0.2124,1.0,0.3504,0.5369,2124
