Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,1.0,0.0,0.0,0.0,0.6144,0
6,2.0,0.1667,0.0101,0.019,0.6144,1
9,3.0,0.1111,0.0101,0.0185,0.6144,1
12,4.0,0.0833,0.0101,0.018,0.6144,1
15,5.0,0.0667,0.0101,0.0175,0.6144,1
18,6.0,0.1667,0.0303,0.0513,0.6144,3
21,7.0,0.2857,0.0606,0.1,0.6144,6
24,8.0,0.2917,0.0707,0.1138,0.6144,7
27,9.0,0.2963,0.0808,0.127,0.6144,8
30,10.0,0.3,0.0909,0.1395,0.6144,9
45,15.0,0.3333,0.1515,0.2083,0.6144,15
60,20.0,0.3667,0.2222,0.2767,0.6144,22
75,25.0,0.4,0.303,0.3448,0.6144,30
90,30.0,0.4222,0.3838,0.4021,0.6144,38
105,35.0,0.4286,0.4545,0.4412,0.6144,45
120,40.0,0.4167,0.5051,0.4566,0.6144,50
135,45.0,0.3926,0.5354,0.453,0.6144,53
150,50.0,0.4133,0.6263,0.498,0.6144,62
180,60.0,0.4111,0.7475,0.5305,0.6144,74
210,70.0,0.3905,0.8283,0.5307,0.6144,82
240,80.0,0.3708,0.899,0.5251,0.6144,89
270,90.0,0.3481,0.9495,0.5095,0.6144,94
300,100.0,0.33,1.0,0.4962,0.6144,99
