Original_Index,Anomaly_Score,Detection_Result,True_Label
0,1.127576588078086,0,0
1,1.3627588483845683,0,0
2,1.5514689979839267,0,0
3,1.297275175669588,0,0
4,1.297275175669588,0,0
5,1.5514689979839267,0,0
6,1.1530187751200325,0,0
7,1.127576588078086,0,0
8,1.3627588483845683,0,0
9,1.2964669316216588,0,0
10,1.6530629072470213,0,0
11,1.470947998798851,0,0
12,1.5495079114746408,0,0
13,1.9122723428995538,1,0
14,2.414003164690157,1,0
15,0.9933925570881379,0,0
16,1.684830300888269,0,0
17,2.7722165570093185,1,1
18,1.5566704895221493,0,0
19,1.2443912756301687,0,0
20,2.7722165570093185,1,1
21,1.4448856089886635,0,0
22,1.4552571521366076,0,1
23,2.3103649661254293,1,0
24,1.4948085745992672,0,0
25,1.4213439224290014,0,0
26,1.34574842204873,0,0
27,1.4137648874791922,0,0
28,1.374095800971532,0,0
29,1.5857815626642784,0,0
30,1.6513808494904016,0,0
31,2.356134423564117,1,0
32,1.1321802226807958,0,0
33,1.6178746293294026,0,0
34,1.837672511494096,1,0
35,2.1108129348818996,1,0
36,1.6137638410670494,0,0
37,1.7106927101713136,0,0
38,1.3470085011292978,0,0
39,1.3470085011292978,0,0
40,2.0064800008719574,1,0
41,1.9666939836742523,1,0
42,1.4749766303936376,0,0
43,1.369762638412253,0,0
44,1.434925559406243,0,0
45,1.3863772887500545,0,0
46,2.0528837036402456,1,1
47,2.115122332141286,1,0
48,1.4749766303936376,0,0
49,1.5380174611267925,0,0
50,1.4965208958593064,0,0
51,1.6290356356254163,0,0
52,1.3936584474246694,0,0
53,1.325384540608584,0,0
54,1.9654016900706088,1,0
55,1.411392772596001,0,0
56,1.2904073209132003,0,0
57,1.1972291719565247,0,0
58,1.4786790376864765,0,0
59,1.6426804838215725,0,0
60,1.843303575590357,1,0
61,1.1972291719565247,0,0
62,2.046151022932699,1,0
63,1.4786790376864765,0,0
64,1.1328843972878861,0,0
65,1.6817394159626264,0,0
66,1.414532116167982,0,0
67,1.8378721491646655,1,0
68,1.1076503257013652,0,1
69,1.3932583006118602,0,0
70,1.3131176336253993,0,0
71,1.8085800145190862,1,0
72,2.2207403676580295,1,0
73,1.823340617171184,1,0
74,1.1076503257013652,0,1
75,1.3932583006118602,0,0
76,1.2643201816042995,0,0
77,1.2825465643232465,0,0
78,1.7979338778336875,1,0
79,1.9013400451074096,1,0
80,1.5957462113644723,0,0
81,1.5154879952548221,0,0
82,1.2200203719599156,0,0
83,1.3569671865920334,0,0
84,1.0758886009240787,0,0
85,1.0229995549881041,0,0
86,1.0185917838617125,0,0
87,1.1902577931187055,0,0
88,1.0758886009240787,0,0
89,1.0229995549881041,0,0
90,1.0185917838617125,0,0
91,1.1232413363609837,0,0
92,1.0179725102805701,0,0
93,1.049425770800104,0,0
