Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
100,1.0,0.22,0.1325,0.1654,0.8316,22
200,2.0,0.15,0.1807,0.1639,0.8316,30
300,3.0,0.1367,0.247,0.176,0.8316,41
400,4.0,0.135,0.3253,0.1908,0.8316,54
500,5.0,0.122,0.3675,0.1832,0.8316,61
600,6.0,0.105,0.3795,0.1645,0.8316,63
700,7.0,0.0943,0.3976,0.1524,0.8316,66
800,8.0,0.0887,0.4277,0.147,0.8316,71
900,9.0,0.0856,0.4639,0.1445,0.8316,77
1000,10.0,0.081,0.488,0.1389,0.8316,81
1500,15.0,0.064,0.5783,0.1152,0.8316,96
2000,20.0,0.054,0.6506,0.0997,0.8316,108
2500,25.0,0.0496,0.747,0.093,0.8316,124
3000,30.0,0.0453,0.8193,0.0859,0.8316,136
3500,35.0,0.04,0.8434,0.0764,0.8316,140
4000,40.0,0.036,0.8675,0.0691,0.8316,144
4500,45.0,0.0327,0.8855,0.063,0.8316,147
5000,50.0,0.0306,0.9217,0.0592,0.8316,153
6000,60.0,0.0262,0.9458,0.0509,0.8316,157
7000,70.0,0.0233,0.9819,0.0455,0.8316,163
8000,80.0,0.0208,1.0,0.0407,0.8316,166
9000,90.0,0.0184,1.0,0.0362,0.8316,166
10000,100.0,0.0166,1.0,0.0327,0.8316,166
