Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,1.0,0.125,0.01,0.0185,0.5492,1
16,2.0,0.125,0.02,0.0345,0.5492,2
24,3.0,0.125,0.03,0.0484,0.5492,3
32,4.0,0.1562,0.05,0.0758,0.5492,5
40,5.0,0.15,0.06,0.0857,0.5492,6
48,6.0,0.1458,0.07,0.0946,0.5492,7
56,7.0,0.125,0.07,0.0897,0.5492,7
64,8.0,0.1094,0.07,0.0854,0.5492,7
72,9.0,0.125,0.09,0.1047,0.5492,9
80,10.0,0.15,0.12,0.1333,0.5492,12
120,15.0,0.15,0.18,0.1636,0.5492,18
160,20.0,0.1437,0.23,0.1769,0.5492,23
200,25.0,0.13,0.26,0.1733,0.5492,26
240,30.0,0.1333,0.32,0.1882,0.5492,32
280,35.0,0.125,0.35,0.1842,0.5492,35
320,40.0,0.1313,0.42,0.2,0.5492,42
360,45.0,0.1444,0.52,0.2261,0.5492,52
400,50.0,0.1425,0.57,0.228,0.5492,57
480,60.0,0.1333,0.64,0.2207,0.5492,64
560,70.0,0.1375,0.77,0.2333,0.5492,77
640,80.0,0.1406,0.9,0.2432,0.5492,90
720,90.0,0.1347,0.97,0.2366,0.5492,97
800,100.0,0.125,1.0,0.2222,0.5492,100
