Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,1.0,0.6667,0.0202,0.0392,0.7073,2
6,2.0,0.6667,0.0404,0.0762,0.7073,4
9,3.0,0.6667,0.0606,0.1111,0.7073,6
12,4.0,0.75,0.0909,0.1622,0.7073,9
15,5.0,0.8,0.1212,0.2105,0.7073,12
18,6.0,0.6667,0.1212,0.2051,0.7073,12
21,7.0,0.619,0.1313,0.2167,0.7073,13
24,8.0,0.625,0.1515,0.2439,0.7073,15
27,9.0,0.6296,0.1717,0.2698,0.7073,17
30,10.0,0.6,0.1818,0.2791,0.7073,18
45,15.0,0.5333,0.2424,0.3333,0.7073,24
60,20.0,0.55,0.3333,0.4151,0.7073,33
75,25.0,0.5333,0.404,0.4598,0.7073,40
90,30.0,0.4778,0.4343,0.455,0.7073,43
105,35.0,0.4952,0.5253,0.5098,0.7073,52
120,40.0,0.5083,0.6162,0.5571,0.7073,61
135,45.0,0.5037,0.6869,0.5812,0.7073,68
150,50.0,0.48,0.7273,0.5783,0.7073,72
180,60.0,0.4389,0.798,0.5663,0.7073,79
210,70.0,0.4,0.8485,0.5437,0.7073,84
240,80.0,0.3792,0.9192,0.5369,0.7073,91
270,90.0,0.3593,0.9798,0.5257,0.7073,97
300,100.0,0.33,1.0,0.4962,0.7073,99
