Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
31,0.97,0.7097,0.018,0.0351,0.9784,22
63,1.97,0.7619,0.0393,0.0747,0.9784,48
95,2.97,0.8105,0.063,0.1169,0.9784,77
127,3.97,0.811,0.0843,0.1527,0.9784,103
159,4.97,0.8176,0.1064,0.1883,0.9784,130
191,5.98,0.8063,0.126,0.218,0.9784,154
223,6.98,0.8206,0.1498,0.2533,0.9784,183
255,7.98,0.8157,0.1702,0.2817,0.9784,208
287,8.98,0.8188,0.1923,0.3115,0.9784,235
319,9.98,0.8307,0.2169,0.3439,0.9784,265
479,14.99,0.81,0.3175,0.4562,0.9784,388
639,19.99,0.7981,0.4173,0.5481,0.9784,510
799,25.0,0.7947,0.5196,0.6284,0.9784,635
958,29.97,0.7839,0.6146,0.689,0.9784,751
1118,34.98,0.78,0.7136,0.7453,0.9784,872
1278,39.99,0.7731,0.8085,0.7904,0.9784,988
1438,44.99,0.7608,0.8953,0.8226,0.9784,1094
1598,50.0,0.7284,0.9525,0.8255,0.9784,1164
1917,59.98,0.6291,0.9869,0.7684,0.9784,1206
2237,69.99,0.5454,0.9984,0.7054,0.9784,1220
2556,79.97,0.4777,0.9992,0.6464,0.9784,1221
2876,89.99,0.4249,1.0,0.5964,0.9784,1222
3196,100.0,0.3824,1.0,0.5532,0.9784,1222
