Original_Index,Anomaly_Score,Detection_Result,True_Label,Split
0,0.0005855717463418841,0,0,unlabeled
1,0.022523866966366768,0,0,unlabeled
2,0.9376072287559509,1,0,unlabeled
3,0.028045207262039185,0,0,unlabeled
4,0.002467712853103876,0,0,unlabeled
5,0.00015231235011015087,0,0,unlabeled
6,0.1565793752670288,0,0,unlabeled
7,0.06626041978597641,0,0,unlabeled
8,0.00024713436141610146,0,0,unlabeled
9,0.3162457048892975,0,0,unlabeled
10,0.460252583026886,1,0,unlabeled
11,0.8402879238128662,1,0,unlabeled
12,0.9376067519187927,1,0,unlabeled
13,0.9448596835136414,1,0,unlabeled
14,0.6600692868232727,1,0,unlabeled
15,0.059211380779743195,0,0,val
16,0.0020709873642772436,0,0,unlabeled
17,0.023778965696692467,0,0,unlabeled
18,0.6995598077774048,1,0,unlabeled
19,0.7895801663398743,1,0,unlabeled
20,0.9482398629188538,1,0,unlabeled
21,0.9089257717132568,1,0,unlabeled
22,0.02667771652340889,0,0,unlabeled
23,0.00014058692613616586,0,0,val
24,0.0003211140283383429,0,0,unlabeled
25,0.2533232867717743,0,0,unlabeled
26,0.08319570869207382,0,0,unlabeled
27,0.12540948390960693,0,0,unlabeled
28,0.008468626998364925,0,0,unlabeled
29,0.000340384867740795,0,0,train
30,0.0033179132733494043,0,0,train
31,0.10934761166572571,0,0,unlabeled
32,0.2223760485649109,0,0,train
33,0.0028543807566165924,0,0,unlabeled
34,0.0969499722123146,0,0,unlabeled
35,0.6284612417221069,1,0,unlabeled
36,0.9757047295570374,1,0,unlabeled
37,0.76054847240448,1,0,unlabeled
38,0.0028722574934363365,0,0,unlabeled
39,0.9186169505119324,1,0,unlabeled
40,0.00038881562068127096,0,0,unlabeled
41,0.15676596760749817,0,0,unlabeled
42,0.0030108087230473757,0,0,unlabeled
43,0.0009837074903771281,0,0,train
44,0.10861661285161972,0,0,train
45,0.09598390012979507,0,0,unlabeled
46,0.5299365520477295,1,0,unlabeled
47,0.9587915539741516,1,0,unlabeled
48,0.20894603431224823,0,0,unlabeled
49,0.5374982357025146,1,0,train
50,0.0006389548070728779,0,0,unlabeled
51,0.8230559825897217,1,0,train
52,0.02020183950662613,0,0,unlabeled
53,0.0002740951022133231,0,0,unlabeled
54,0.007925012148916721,0,0,unlabeled
55,0.9038496017456055,1,0,unlabeled
56,0.02316112443804741,0,0,train
57,0.5724918842315674,1,0,unlabeled
58,4.9477865104563534e-05,0,0,unlabeled
59,9.390268473907781e-07,0,0,train
60,0.00034424944897182286,0,0,unlabeled
61,0.16672667860984802,0,0,unlabeled
62,0.011246522888541222,0,0,unlabeled
63,0.0028479467146098614,0,0,unlabeled
64,6.852616934338585e-05,0,0,unlabeled
65,0.008142673410475254,0,0,val
66,0.0021134838461875916,0,0,unlabeled
67,0.020878080278635025,0,0,val
68,0.054147496819496155,0,0,unlabeled
69,0.8275466561317444,1,0,val
70,0.06853796541690826,0,0,train
71,0.0006134321447461843,0,0,unlabeled
72,0.2288113832473755,0,0,unlabeled
73,0.02184215933084488,0,0,train
74,0.18023572862148285,0,0,unlabeled
75,0.10950885713100433,0,0,unlabeled
76,0.058374784886837006,0,0,train
77,0.04643906652927399,0,0,unlabeled
78,0.10368645936250687,0,0,train
79,0.6356872916221619,1,0,unlabeled
80,0.9999476671218872,1,0,unlabeled
81,0.9954807758331299,1,0,unlabeled
82,0.9999852180480957,1,0,unlabeled
83,0.012233177199959755,0,0,unlabeled
84,6.585068149433937e-06,0,0,unlabeled
85,0.00020228946232236922,0,0,unlabeled
86,0.054775137454271317,0,0,unlabeled
87,0.009692586027085781,0,0,unlabeled
88,0.024158252403140068,0,0,unlabeled
89,9.955323548638262e-06,0,0,unlabeled
90,0.007231948897242546,0,0,unlabeled
91,0.7203085422515869,1,0,unlabeled
92,0.04488313943147659,0,0,unlabeled
93,0.03525206074118614,0,0,unlabeled
94,3.423804810154252e-05,0,0,unlabeled
95,0.024341506883502007,0,0,unlabeled
96,0.2622412443161011,0,0,unlabeled
97,0.9386782646179199,1,0,unlabeled
98,0.11135895550251007,0,0,unlabeled
99,0.1316547840833664,0,0,train
100,0.2343568354845047,0,0,train
101,0.055692072957754135,0,0,train
102,0.3278862237930298,1,0,unlabeled
103,0.005214158911257982,0,0,unlabeled
104,0.011137164197862148,0,0,unlabeled
105,0.0009730244637466967,0,0,unlabeled
106,0.00880642980337143,0,0,unlabeled
107,0.24334129691123962,0,0,val
108,0.0009454379905946553,0,0,unlabeled
109,0.0018932545790448785,0,0,train
110,0.09099288284778595,0,0,unlabeled
111,0.9409130811691284,1,0,unlabeled
112,0.15640750527381897,0,0,unlabeled
113,0.35003283619880676,1,0,unlabeled
114,0.0018807584419846535,0,0,unlabeled
115,2.239003879367374e-05,0,0,train
116,1.6870048057171516e-05,0,0,unlabeled
117,2.7651067284750752e-06,0,0,unlabeled
118,7.131541224225657e-06,0,0,unlabeled
119,0.0010210652835667133,0,0,unlabeled
120,2.0572624634951353e-05,0,0,unlabeled
121,8.168732892954722e-05,0,0,unlabeled
122,0.057477522641420364,0,0,unlabeled
123,8.554508895031177e-06,0,0,train
124,0.5518307685852051,1,0,train
125,0.00031757933902554214,0,0,unlabeled
126,0.0009358690003864467,0,0,unlabeled
127,5.85994785069488e-05,0,0,unlabeled
128,9.835427772486582e-05,0,0,train
129,1.1520474799908698e-05,0,0,unlabeled
130,0.00019703316502273083,0,0,unlabeled
131,0.0029926281422376633,0,0,unlabeled
132,0.9531139135360718,1,0,unlabeled
133,0.20111234486103058,0,0,unlabeled
134,6.995196599746123e-05,0,0,unlabeled
135,2.6736470317700878e-05,0,0,val
136,0.00011255520075792447,0,0,unlabeled
137,5.0643702707020566e-05,0,0,unlabeled
138,0.009067312814295292,0,0,unlabeled
139,0.0023947309236973524,0,0,unlabeled
140,6.974521966185421e-05,0,0,unlabeled
141,0.02251666598021984,0,0,train
142,0.013394405134022236,0,0,unlabeled
143,0.005141813308000565,0,0,unlabeled
144,0.022943904623389244,0,0,unlabeled
145,0.0001475870521971956,0,0,unlabeled
146,0.00329095171764493,0,0,unlabeled
147,0.0008968188776634634,0,0,unlabeled
