Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,1.0,0.625,0.05,0.0926,0.6184,5
16,2.0,0.3125,0.05,0.0862,0.6184,5
24,3.0,0.3333,0.08,0.129,0.6184,8
32,4.0,0.3125,0.1,0.1515,0.6184,10
40,5.0,0.3,0.12,0.1714,0.6184,12
48,6.0,0.3125,0.15,0.2027,0.6184,15
56,7.0,0.2857,0.16,0.2051,0.6184,16
64,8.0,0.25,0.16,0.1951,0.6184,16
72,9.0,0.2222,0.16,0.186,0.6184,16
80,10.0,0.2125,0.17,0.1889,0.6184,17
120,15.0,0.2167,0.26,0.2364,0.6184,26
160,20.0,0.2062,0.33,0.2538,0.6184,33
200,25.0,0.185,0.37,0.2467,0.6184,37
240,30.0,0.1792,0.43,0.2529,0.6184,43
280,35.0,0.175,0.49,0.2579,0.6184,49
320,40.0,0.1719,0.55,0.2619,0.6184,55
360,45.0,0.1667,0.6,0.2609,0.6184,60
400,50.0,0.16,0.64,0.256,0.6184,64
480,60.0,0.1521,0.73,0.2517,0.6184,73
560,70.0,0.1464,0.82,0.2485,0.6184,82
640,80.0,0.1359,0.87,0.2351,0.6184,87
720,90.0,0.1319,0.95,0.2317,0.6184,95
800,100.0,0.125,1.0,0.2222,0.6184,100
