Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,0.92,1.0,0.0727,0.1356,0.7526,8
17,1.95,1.0,0.1545,0.2677,0.7526,17
26,2.98,0.8462,0.2,0.3235,0.7526,22
34,3.9,0.6765,0.2091,0.3194,0.7526,23
43,4.93,0.5349,0.2091,0.3007,0.7526,23
52,5.96,0.5,0.2364,0.321,0.7526,26
61,7.0,0.5246,0.2909,0.3743,0.7526,32
69,7.91,0.5217,0.3273,0.4022,0.7526,36
78,8.94,0.4615,0.3273,0.383,0.7526,36
87,9.98,0.4138,0.3273,0.3655,0.7526,36
130,14.91,0.4,0.4727,0.4333,0.7526,52
174,19.95,0.3276,0.5182,0.4014,0.7526,57
218,25.0,0.2661,0.5273,0.3537,0.7526,58
261,29.93,0.2375,0.5636,0.3342,0.7526,62
305,34.98,0.2262,0.6273,0.3325,0.7526,69
348,39.91,0.2241,0.7091,0.3406,0.7526,78
392,44.95,0.2041,0.7273,0.3187,0.7526,80
436,50.0,0.1927,0.7636,0.3077,0.7526,84
523,59.98,0.1702,0.8091,0.2812,0.7526,89
610,69.95,0.1689,0.9364,0.2861,0.7526,103
697,79.93,0.1564,0.9909,0.2701,0.7526,109
784,89.91,0.1403,1.0,0.2461,0.7526,110
872,100.0,0.1261,1.0,0.224,0.7526,110
