Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
15,0.94,0.1333,0.0247,0.0417,0.6177,2
31,1.94,0.0968,0.037,0.0536,0.6177,3
47,2.94,0.0638,0.037,0.0469,0.6177,3
63,3.94,0.0794,0.0617,0.0694,0.6177,5
79,4.94,0.0886,0.0864,0.0875,0.6177,7
95,5.94,0.0947,0.1111,0.1023,0.6177,9
111,6.94,0.0901,0.1235,0.1042,0.6177,10
127,7.94,0.0866,0.1358,0.1058,0.6177,11
143,8.94,0.0839,0.1481,0.1071,0.6177,12
159,9.94,0.0943,0.1852,0.125,0.6177,15
239,14.95,0.1046,0.3086,0.1562,0.6177,25
319,19.95,0.0909,0.358,0.145,0.6177,29
399,24.95,0.0852,0.4198,0.1417,0.6177,34
479,29.96,0.0814,0.4815,0.1393,0.6177,39
559,34.96,0.0787,0.5432,0.1375,0.6177,44
639,39.96,0.0751,0.5926,0.1333,0.6177,48
719,44.97,0.0695,0.6173,0.125,0.6177,50
799,49.97,0.0663,0.6543,0.1205,0.6177,53
959,59.97,0.0594,0.7037,0.1096,0.6177,57
1119,69.98,0.0572,0.7901,0.1067,0.6177,64
1279,79.99,0.0547,0.8642,0.1029,0.6177,70
1439,89.99,0.0549,0.9753,0.1039,0.6177,79
1599,100.0,0.0507,1.0,0.0964,0.6177,81
