Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
20,0.97,0.35,0.0183,0.0347,0.7956,7
41,2.0,0.5366,0.0574,0.1038,0.7956,22
61,2.97,0.5574,0.0888,0.1532,0.7956,34
82,4.0,0.5,0.107,0.1763,0.7956,41
102,4.97,0.4804,0.1279,0.2021,0.7956,49
123,5.99,0.4715,0.1514,0.2292,0.7956,58
143,6.97,0.4476,0.1671,0.2433,0.7956,64
164,7.99,0.439,0.188,0.2633,0.7956,72
184,8.97,0.4348,0.2089,0.2822,0.7956,80
205,9.99,0.4341,0.2324,0.3027,0.7956,89
307,14.96,0.4104,0.329,0.3652,0.7956,126
410,19.98,0.4049,0.4334,0.4187,0.7956,166
513,25.0,0.3879,0.5196,0.4442,0.7956,199
615,29.97,0.3821,0.6136,0.4709,0.7956,235
718,34.99,0.3705,0.6945,0.4832,0.7956,266
820,39.96,0.3561,0.7624,0.4855,0.7956,292
923,44.98,0.3402,0.8198,0.4809,0.7956,314
1026,50.0,0.3275,0.8773,0.4769,0.7956,336
1231,59.99,0.2981,0.9582,0.4548,0.7956,367
1436,69.98,0.266,0.9974,0.42,0.7956,382
1641,79.97,0.2334,1.0,0.3785,0.7956,383
1846,89.96,0.2075,1.0,0.3437,0.7956,383
2052,100.0,0.1866,1.0,0.3146,0.7956,383
