Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
100,1.0,0.24,0.1446,0.1805,0.7975,24
200,2.0,0.155,0.1867,0.1694,0.7975,31
300,3.0,0.13,0.2349,0.1674,0.7975,39
400,4.0,0.125,0.3012,0.1767,0.7975,50
500,5.0,0.12,0.3614,0.1802,0.7975,60
600,6.0,0.11,0.3976,0.1723,0.7975,66
700,7.0,0.0971,0.4096,0.157,0.7975,68
800,8.0,0.095,0.4578,0.1573,0.7975,76
900,9.0,0.0889,0.4819,0.1501,0.7975,80
1000,10.0,0.082,0.494,0.1407,0.7975,82
1500,15.0,0.0607,0.5482,0.1092,0.7975,91
2000,20.0,0.053,0.6386,0.0979,0.7975,106
2500,25.0,0.0476,0.7169,0.0893,0.7975,119
3000,30.0,0.044,0.7952,0.0834,0.7975,132
3500,35.0,0.0397,0.8373,0.0758,0.7975,139
4000,40.0,0.0352,0.8494,0.0677,0.7975,141
4500,45.0,0.0318,0.8614,0.0613,0.7975,143
5000,50.0,0.0286,0.8614,0.0554,0.7975,143
6000,60.0,0.0243,0.8795,0.0474,0.7975,146
7000,70.0,0.0216,0.9096,0.0421,0.7975,151
8000,80.0,0.0195,0.9398,0.0382,0.7975,156
9000,90.0,0.0181,0.9819,0.0356,0.7975,163
10000,100.0,0.0166,1.0,0.0327,0.7975,166
