Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
23,0.96,0.3043,0.035,0.0628,0.6842,7
47,1.97,0.3404,0.08,0.1296,0.6842,16
71,2.97,0.3099,0.11,0.1624,0.6842,22
95,3.97,0.2632,0.125,0.1695,0.6842,25
119,4.98,0.2521,0.15,0.1881,0.6842,30
143,5.98,0.2308,0.165,0.1924,0.6842,33
167,6.98,0.2156,0.18,0.1962,0.6842,36
191,7.99,0.1937,0.185,0.1893,0.6842,37
215,8.99,0.186,0.2,0.1928,0.6842,40
239,10.0,0.1967,0.235,0.2141,0.6842,47
358,14.97,0.1816,0.325,0.233,0.6842,65
478,19.99,0.1611,0.385,0.2271,0.6842,77
597,24.97,0.1491,0.445,0.2233,0.6842,89
717,29.99,0.1437,0.515,0.2246,0.6842,103
836,34.96,0.1376,0.575,0.222,0.6842,115
956,39.98,0.1318,0.63,0.218,0.6842,126
1075,44.96,0.1284,0.69,0.2165,0.6842,138
1195,49.98,0.1222,0.73,0.2093,0.6842,146
1434,59.97,0.1172,0.84,0.2056,0.6842,168
1673,69.97,0.1064,0.89,0.1901,0.6842,178
1912,79.97,0.0988,0.945,0.179,0.6842,189
2151,89.96,0.0911,0.98,0.1667,0.6842,196
2391,100.0,0.0836,1.0,0.1544,0.6842,200
