Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
8,0.92,1.0,0.0727,0.1356,0.7518,8
17,1.95,1.0,0.1545,0.2677,0.7518,17
26,2.98,0.8462,0.2,0.3235,0.7518,22
34,3.9,0.6471,0.2,0.3056,0.7518,22
43,4.93,0.5814,0.2273,0.3268,0.7518,25
52,5.96,0.5,0.2364,0.321,0.7518,26
61,7.0,0.4426,0.2455,0.3158,0.7518,27
69,7.91,0.4058,0.2545,0.3128,0.7518,28
78,8.94,0.3846,0.2727,0.3191,0.7518,30
87,9.98,0.3678,0.2909,0.3249,0.7518,32
130,14.91,0.2923,0.3455,0.3167,0.7518,38
174,19.95,0.2356,0.3727,0.2887,0.7518,41
218,25.0,0.2156,0.4273,0.2866,0.7518,47
261,29.93,0.2146,0.5091,0.3019,0.7518,56
305,34.98,0.2262,0.6273,0.3325,0.7518,69
348,39.91,0.2184,0.6909,0.3319,0.7518,76
392,44.95,0.2168,0.7727,0.3386,0.7518,85
436,50.0,0.211,0.8364,0.337,0.7518,92
523,59.98,0.1912,0.9091,0.316,0.7518,100
610,69.95,0.1787,0.9909,0.3028,0.7518,109
697,79.93,0.1578,1.0,0.2726,0.7518,110
784,89.91,0.1403,1.0,0.2461,0.7518,110
872,100.0,0.1261,1.0,0.224,0.7518,110
