Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.62,0.0,0.0,0.0,0.6141,0
3,1.88,0.0,0.0,0.0,0.6141,0
4,2.5,0.25,0.0333,0.0588,0.6141,1
6,3.75,0.1667,0.0333,0.0556,0.6141,1
8,5.0,0.125,0.0333,0.0526,0.6141,1
9,5.62,0.1111,0.0333,0.0513,0.6141,1
11,6.88,0.0909,0.0333,0.0488,0.6141,1
12,7.5,0.1667,0.0667,0.0952,0.6141,2
14,8.75,0.2143,0.1,0.1364,0.6141,3
16,10.0,0.25,0.1333,0.1739,0.6141,4
24,15.0,0.2083,0.1667,0.1852,0.6141,5
32,20.0,0.25,0.2667,0.2581,0.6141,8
40,25.0,0.3,0.4,0.3429,0.6141,12
48,30.0,0.2708,0.4333,0.3333,0.6141,13
56,35.0,0.2321,0.4333,0.3023,0.6141,13
64,40.0,0.25,0.5333,0.3404,0.6141,16
72,45.0,0.2222,0.5333,0.3137,0.6141,16
80,50.0,0.2125,0.5667,0.3091,0.6141,17
96,60.0,0.2188,0.7,0.3333,0.6141,21
112,70.0,0.2411,0.9,0.3803,0.6141,27
128,80.0,0.2344,1.0,0.3797,0.6141,30
144,90.0,0.2083,1.0,0.3448,0.6141,30
160,100.0,0.1875,1.0,0.3158,0.6141,30
