Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
9,0.94,0.6667,0.0169,0.0329,0.823,6
19,1.98,0.7368,0.0393,0.0747,0.823,14
28,2.91,0.75,0.059,0.1094,0.823,21
38,3.95,0.7632,0.0815,0.1472,0.823,29
48,4.99,0.7292,0.0983,0.1733,0.823,35
57,5.93,0.7193,0.1152,0.1985,0.823,41
67,6.97,0.7463,0.1404,0.2364,0.823,50
76,7.91,0.7105,0.1517,0.25,0.823,54
86,8.95,0.6977,0.1685,0.2715,0.823,60
96,9.99,0.6562,0.177,0.2788,0.823,63
144,14.98,0.6667,0.2697,0.384,0.823,96
192,19.98,0.6458,0.3483,0.4526,0.823,124
240,24.97,0.6417,0.4326,0.5168,0.823,154
288,29.97,0.6215,0.5028,0.5559,0.823,179
336,34.96,0.6101,0.5758,0.5925,0.823,205
384,39.96,0.599,0.6461,0.6216,0.823,230
432,44.95,0.5995,0.7275,0.6574,0.823,259
480,49.95,0.5813,0.7837,0.6675,0.823,279
576,59.94,0.5486,0.8876,0.6781,0.823,316
672,69.93,0.4866,0.9185,0.6362,0.823,327
768,79.92,0.4375,0.9438,0.5979,0.823,336
864,89.91,0.3993,0.9691,0.5656,0.823,345
961,100.0,0.3704,1.0,0.5406,0.823,356
