Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.85,0.0,0.0,0.0,0.426,0
9,1.92,0.0,0.0,0.0,0.426,0
14,2.99,0.0,0.0,0.0,0.426,0
18,3.84,0.0,0.0,0.0,0.426,0
23,4.9,0.0,0.0,0.0,0.426,0
28,5.97,0.0,0.0,0.0,0.426,0
32,6.82,0.0,0.0,0.0,0.426,0
37,7.89,0.0,0.0,0.0,0.426,0
42,8.96,0.0,0.0,0.0,0.426,0
46,9.81,0.0,0.0,0.0,0.426,0
70,14.93,0.0,0.0,0.0,0.426,0
93,19.83,0.0,0.0,0.0,0.426,0
117,24.95,0.0,0.0,0.0,0.426,0
140,29.85,0.0,0.0,0.0,0.426,0
164,34.97,0.0,0.0,0.0,0.426,0
187,39.87,0.0,0.0,0.0,0.426,0
211,44.99,0.0427,0.2195,0.0714,0.426,9
234,49.89,0.0385,0.2195,0.0655,0.426,9
281,59.91,0.0747,0.5122,0.1304,0.426,21
328,69.94,0.125,1.0,0.2222,0.426,41
375,79.96,0.1093,1.0,0.1971,0.426,41
422,89.98,0.0972,1.0,0.1771,0.426,41
469,100.0,0.0874,1.0,0.1608,0.426,41
