Original_Index,Anomaly_Score,Detection_Result,True_Label
0,0.07080554372219182,0,0
1,0.07572293180106954,0,0
2,0.0807315513672847,0,0
3,0.08213442228224464,0,0
4,0.0737773651633356,0,0
5,0.09019863398809533,0,0
6,0.08510624372338843,0,0
7,0.07713475531696232,0,0
8,0.08064554342489139,0,0
9,0.0772259868042998,0,0
10,0.0821433748831775,0,0
11,0.08354624579813745,0,0
12,0.0919744219849442,0,0
13,0.10228210670462465,0,0
14,0.09689181006382189,0,0
15,0.0801065767581061,0,0
16,0.08361736486603516,0,0
17,0.08511519632432127,0,0
18,0.08651806723928122,0,0
19,0.09494624342608798,0,0
20,0.10525392814576844,0,0
21,0.09986363150496566,0,0
22,0.08170963571387944,0,0
23,0.0901378119006862,0,0
24,0.10044549662036666,0,0
25,0.08671825528009462,0,0
26,0.0916356433589723,0,0
27,0.09303851427393223,0,0
28,0.08468145715502323,0,0
29,0.09310963334182998,0,0
30,0.10341731806151043,0,0
31,0.09601033571507601,0,0
32,0.08902109461499047,0,0
33,0.09744927080179722,0,0
34,0.09402971418120563,0,0
35,0.09894710226008332,0,0
36,0.10925478697976378,0,0
37,0.10034997317504325,0,0
38,0.10042109224294099,0,0
39,0.10332179461618703,0,0
40,0.09358860902156808,0,0
41,0.0881322542759051,0,0
42,0.09656043046271186,0,0
43,0.10455352310066483,0,0
44,0.10836594664067843,0,0
45,0.1009000679226791,0,0
46,0.09544371317701611,0,0
47,0.10575139789669658,0,0
48,0.10387188936382288,0,0
49,0.1005466152760914,0,0
50,0.10308087749736289,0,0
51,0.10555523484230658,0,0
52,0.09762452275169992,0,0
53,0.10605269893850668,0,0
54,0.10263314231791508,0,0
55,0.10785807417720243,0,0
56,0.10493598165281093,0,0
57,0.1108298956183462,0,0
58,0.07399705241491818,0,0
59,0.0764838021322132,0,0
60,0.07891444049379587,0,0
61,0.08392306006001105,0,0
62,0.08640980977730608,0,0
63,0.07696887385606195,0,0
64,0.07945562357335698,0,0
65,0.08188626193493966,0,0
66,0.09587689239811671,0,0
67,0.08689488150115482,0,0
68,0.08938163121844986,0,0
69,0.08571309042235563,0,0
70,0.07789562564810601,0,0
71,0.08632380183491277,0,0
72,0.09124118991379046,0,0
73,0.10471254295764704,0,0
74,0.08782163329319886,0,0
75,0.0808674470892498,0,0
76,0.08578483516812747,0,0
77,0.08929562327605654,0,0
78,0.09079345473434265,0,0
79,0.09363526073602378,0,0
80,0.09989272758502242,0,0
81,0.09660708217716757,0,0
82,0.10286454902616621,0,0
83,0.08490114440660579,0,0
84,0.09581607031070757,0,0
85,0.103637005313093,0,0
86,0.09482715205169866,0,0
87,0.09731390176899368,0,0
88,0.08787296584774956,0,0
89,0.09878789175185136,0,0
90,0.10028572321013746,0,0
91,0.09920184440780237,0,0
92,0.10421046397401754,0,0
93,0.0922126033077168,0,0
94,0.1031275292118186,0,0
95,0.09722122287393198,0,0
96,0.1046253606701047,0,0
97,0.10354148186776961,0,0
98,0.09518442474886059,0,0
99,0.0953020833478065,0,0
100,0.10299582667097168,0,0
101,0.0917965187848216,0,0
102,0.09671390686369931,0,0
103,0.09949026210798678,0,0
104,0.09968572830484308,0,0
105,0.10128878726061642,0,0
106,0.11159647198029687,0,0
107,0.10620617533949411,0,0
108,0.10898253058378159,0,0
109,0.10860024616172743,0,0
110,0.10146541348167665,0,0
111,0.10395216319897167,0,0
112,0.09747477719484299,0,0
113,0.10536398671486448,0,0
114,0.1069670456706378,0,0
115,0.07092065868417058,0,0
116,0.0734074084014656,0,0
117,0.08687876144532218,0,0
118,0.07832479648034331,0,0
119,0.08930939980690483,0,0
120,0.09179614952419987,0,0
121,0.07841602796768078,0,0
122,0.08084666632926346,0,0
123,0.08333341604655847,0,0
124,0.07966487525046426,0,0
125,0.0822495372442234,0,0
126,0.09217554488931626,0,0
127,0.07389248012531437,0,0
128,0.07637922984260939,0,0
129,0.09588218770657639,0,0
130,0.08985058288646595,0,0
131,0.10580819535166924,0,0
132,0.08263669669160804,0,0
133,0.08522135868536718,0,0
134,0.08076065838687013,0,0
135,0.08324740810416517,0,0
136,0.09423201143072671,0,0
137,0.09671876114802173,0,0
138,0.07734110176627856,0,0
139,0.08225848984515625,0,0
140,0.08474523956245128,0,0
141,0.09607696267276576,0,0
142,0.09208953694692296,0,0
143,0.09457628666421797,0,0
144,0.10239722166660341,0,0
145,0.08866998032633137,0,0
146,0.10450229430931084,0,0
147,0.08373247982801392,0,0
148,0.09904878411390955,0,0
149,0.09506135838806673,0,0
150,0.09164180176747515,0,0
151,0.08807211728798116,0,0
152,0.0905588670052762,0,0
153,0.08465256066738958,0,0
154,0.08713931038468462,0,0
155,0.08956994874626728,0,0
156,0.09205669846356229,0,0
157,0.10338842157387679,0,0
158,0.09940099584803397,0,0
159,0.09598143922744239,0,0
160,0.10628912394712284,0,0
161,0.09104393872912493,0,0
162,0.09025292686266495,0,0
163,0.09273967657995998,0,0
164,0.1005606115823454,0,0
165,0.10304736129964043,0,0
166,0.08683337024207337,0,0
167,0.09175075832095106,0,0
168,0.09423750803824608,0,0
169,0.09816224880212616,0,0
170,0.09322474830380872,0,0
171,0.10353243302348919,0,0
172,0.10113407024326995,0,0
173,0.09756438576377596,0,0
174,0.10005113548107099,0,0
175,0.0941448291431844,0,0
176,0.09906221722206207,0,0
177,0.1015489669393571,0,0
178,0.10547370770323719,0,0
179,0.10053620720491975,0,0
180,0.0926796855929128,0,0
181,0.09370372398354683,0,0
182,0.09028416736295525,0,0
183,0.10152181443567058,0,0
184,0.10653043400188575,0,0
185,0.09667554542469062,0,0
186,0.09325598880409904,0,0
187,0.09817337688297673,0,0
188,0.10101518288465786,0,0
189,0.09759562626406627,0,0
190,0.10398700432580163,0,0
191,0.10806586803424288,0,0
192,0.10319599245934165,0,0
193,0.10908990642487691,0,0
194,0.09977643583875007,0,0
195,0.10567034980428533,0,0
196,0.10363355167921394,0,0
197,0.10616781390048542,0,0
