Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
20,0.97,0.35,0.0183,0.0347,0.8302,7
41,2.0,0.5854,0.0627,0.1132,0.8302,24
61,2.97,0.5902,0.094,0.1622,0.8302,36
82,4.0,0.5488,0.1175,0.1935,0.8302,45
102,4.97,0.5686,0.1514,0.2392,0.8302,58
123,5.99,0.561,0.1802,0.2727,0.8302,69
143,6.97,0.5315,0.1984,0.289,0.8302,76
164,7.99,0.5,0.2141,0.2998,0.8302,82
184,8.97,0.5,0.2402,0.3245,0.8302,92
205,9.99,0.5122,0.2742,0.3571,0.8302,105
307,14.96,0.4886,0.3916,0.4348,0.8302,150
410,19.98,0.439,0.47,0.454,0.8302,180
513,25.0,0.4211,0.564,0.4821,0.8302,216
615,29.97,0.4049,0.6501,0.499,0.8302,249
718,34.99,0.3983,0.7467,0.5195,0.8302,286
820,39.96,0.3829,0.8198,0.522,0.8302,314
923,44.98,0.3684,0.8877,0.5207,0.8302,340
1026,50.0,0.3519,0.9426,0.5124,0.8302,361
1231,59.99,0.3087,0.9922,0.4709,0.8302,380
1436,69.98,0.2667,1.0,0.4211,0.8302,383
1641,79.97,0.2334,1.0,0.3785,0.8302,383
1846,89.96,0.2075,1.0,0.3437,0.8302,383
2052,100.0,0.1866,1.0,0.3146,0.8302,383
