Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.88,0.5,0.0303,0.0571,0.8138,2
9,1.99,0.5556,0.0758,0.1333,0.8138,5
13,2.88,0.6923,0.1364,0.2278,0.8138,9
18,3.98,0.6111,0.1667,0.2619,0.8138,11
22,4.87,0.5455,0.1818,0.2727,0.8138,12
27,5.97,0.6296,0.2576,0.3656,0.8138,17
31,6.86,0.6452,0.303,0.4124,0.8138,20
36,7.96,0.6111,0.3333,0.4314,0.8138,22
40,8.85,0.6,0.3636,0.4528,0.8138,24
45,9.96,0.5556,0.3788,0.4505,0.8138,25
67,14.82,0.5075,0.5152,0.5113,0.8138,34
90,19.91,0.4444,0.6061,0.5128,0.8138,40
113,25.0,0.3894,0.6667,0.4916,0.8138,44
135,29.87,0.3407,0.697,0.4577,0.8138,46
158,34.96,0.3165,0.7576,0.4464,0.8138,50
180,39.82,0.2833,0.7727,0.4146,0.8138,51
203,44.91,0.2759,0.8485,0.4164,0.8138,56
226,50.0,0.2611,0.8939,0.4041,0.8138,59
271,59.96,0.2251,0.9242,0.362,0.8138,61
316,69.91,0.1962,0.9394,0.3246,0.8138,62
361,79.87,0.1717,0.9394,0.2904,0.8138,62
406,89.82,0.1576,0.9697,0.2712,0.8138,64
452,100.0,0.146,1.0,0.2548,0.8138,66
