Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
580,1.0,0.7776,0.0454,0.0858,0.991,451
1160,2.0,0.7914,0.0924,0.1655,0.991,918
1740,3.0,0.796,0.1395,0.2373,0.991,1385
2320,4.0,0.7966,0.1861,0.3017,0.991,1848
2900,5.0,0.7955,0.2323,0.3596,0.991,2307
3480,6.0,0.7974,0.2794,0.4138,0.991,2775
4060,7.0,0.7963,0.3255,0.4622,0.991,3233
4640,8.0,0.8022,0.3748,0.5109,0.991,3722
5220,9.0,0.8006,0.4208,0.5516,0.991,4179
5800,10.0,0.7986,0.4664,0.5889,0.991,4632
8700,15.0,0.7744,0.6784,0.7232,0.991,6737
11600,20.0,0.7576,0.8849,0.8163,0.991,8788
14500,25.0,0.6772,0.9888,0.8039,0.991,9820
17400,30.0,0.5668,0.9932,0.7217,0.991,9863
20300,35.0,0.4859,0.9933,0.6526,0.991,9864
23200,40.0,0.4252,0.9934,0.5955,0.991,9865
26100,45.0,0.378,0.9935,0.5476,0.991,9866
29000,50.0,0.3402,0.9936,0.5069,0.991,9867
34800,60.0,0.2839,0.995,0.4418,0.991,9881
40600,70.0,0.2438,0.9969,0.3918,0.991,9900
46400,80.0,0.2136,0.9982,0.352,0.991,9913
52200,90.0,0.19,0.9985,0.3192,0.991,9916
58000,100.0,0.1712,1.0,0.2924,0.991,9931
