Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.82,0.6667,0.0345,0.0656,0.9996,2
7,1.91,0.7143,0.0862,0.1538,0.9996,5
10,2.73,0.8,0.1379,0.2353,0.9996,8
14,3.83,0.7143,0.1724,0.2778,0.9996,10
18,4.92,0.7778,0.2414,0.3684,0.9996,14
21,5.74,0.7619,0.2759,0.4051,0.9996,16
25,6.83,0.8,0.3448,0.4819,0.9996,20
29,7.92,0.7931,0.3966,0.5287,0.9996,23
32,8.74,0.8125,0.4483,0.5778,0.9996,26
36,9.84,0.8056,0.5,0.617,0.9996,29
54,14.75,0.7963,0.7414,0.7679,0.9996,43
73,19.95,0.7808,0.9828,0.8702,0.9996,57
91,24.86,0.6374,1.0,0.7785,0.9996,58
109,29.78,0.5321,1.0,0.6946,0.9996,58
128,34.97,0.4531,1.0,0.6237,0.9996,58
146,39.89,0.3973,1.0,0.5686,0.9996,58
164,44.81,0.3537,1.0,0.5225,0.9996,58
183,50.0,0.3169,1.0,0.4813,0.9996,58
219,59.84,0.2648,1.0,0.4188,0.9996,58
256,69.95,0.2266,1.0,0.3694,0.9996,58
292,79.78,0.1986,1.0,0.3314,0.9996,58
329,89.89,0.1763,1.0,0.2997,0.9996,58
366,100.0,0.1585,1.0,0.2736,0.9996,58
