Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
23,0.96,0.2174,0.025,0.0448,0.6725,5
47,1.97,0.234,0.055,0.0891,0.6725,11
71,2.97,0.2113,0.075,0.1107,0.6725,15
95,3.97,0.2105,0.1,0.1356,0.6725,20
119,4.98,0.2437,0.145,0.1818,0.6725,29
143,5.98,0.2448,0.175,0.2041,0.6725,35
167,6.98,0.2515,0.21,0.2289,0.6725,42
191,7.99,0.2513,0.24,0.2455,0.6725,48
215,8.99,0.2465,0.265,0.2554,0.6725,53
239,10.0,0.2427,0.29,0.2642,0.6725,58
358,14.97,0.2207,0.395,0.2832,0.6725,79
478,19.99,0.182,0.435,0.2566,0.6725,87
597,24.97,0.1642,0.49,0.2459,0.6725,98
717,29.99,0.1478,0.53,0.2312,0.6725,106
836,34.96,0.1411,0.59,0.2278,0.6725,118
956,39.98,0.1308,0.625,0.2163,0.6725,125
1075,44.96,0.1237,0.665,0.2086,0.6725,133
1195,49.98,0.118,0.705,0.2022,0.6725,141
1434,59.97,0.1074,0.77,0.1885,0.6725,154
1673,69.97,0.101,0.845,0.1805,0.6725,169
1912,79.97,0.0952,0.91,0.1723,0.6725,182
2151,89.96,0.0869,0.935,0.1591,0.6725,187
2391,100.0,0.0836,1.0,0.1544,0.6725,200
