Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.88,0.75,0.0455,0.0857,0.8121,3
9,1.99,0.6667,0.0909,0.16,0.8121,6
13,2.88,0.5385,0.1061,0.1772,0.8121,7
18,3.98,0.6111,0.1667,0.2619,0.8121,11
22,4.87,0.6364,0.2121,0.3182,0.8121,14
27,5.97,0.5926,0.2424,0.3441,0.8121,16
31,6.86,0.5484,0.2576,0.3505,0.8121,17
36,7.96,0.5,0.2727,0.3529,0.8121,18
40,8.85,0.5,0.303,0.3774,0.8121,20
45,9.96,0.5111,0.3485,0.4144,0.8121,23
67,14.82,0.4925,0.5,0.4962,0.8121,33
90,19.91,0.4444,0.6061,0.5128,0.8121,40
113,25.0,0.3805,0.6515,0.4804,0.8121,43
135,29.87,0.3333,0.6818,0.4478,0.8121,45
158,34.96,0.3101,0.7424,0.4375,0.8121,49
180,39.82,0.2944,0.803,0.4309,0.8121,53
203,44.91,0.266,0.8182,0.4015,0.8121,54
226,50.0,0.2522,0.8636,0.3904,0.8121,57
271,59.96,0.2214,0.9091,0.3561,0.8121,60
316,69.91,0.1962,0.9394,0.3246,0.8121,62
361,79.87,0.1773,0.9697,0.2998,0.8121,64
406,89.82,0.1601,0.9848,0.2754,0.8121,65
452,100.0,0.146,1.0,0.2548,0.8121,66
