Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.92,0.0,0.0,0.0,0.5652,0
8,1.84,0.25,0.0156,0.0294,0.5652,2
13,2.99,0.2308,0.0234,0.0426,0.5652,3
17,3.91,0.2353,0.0312,0.0552,0.5652,4
21,4.83,0.2381,0.0391,0.0671,0.5652,5
26,5.98,0.3077,0.0625,0.1039,0.5652,8
30,6.9,0.3333,0.0781,0.1266,0.5652,10
34,7.82,0.3824,0.1016,0.1605,0.5652,13
39,8.97,0.359,0.1094,0.1677,0.5652,14
43,9.89,0.3721,0.125,0.1871,0.5652,16
65,14.94,0.4,0.2031,0.2694,0.5652,26
87,20.0,0.3678,0.25,0.2977,0.5652,32
108,24.83,0.3704,0.3125,0.339,0.5652,40
130,29.89,0.3846,0.3906,0.3876,0.5652,50
152,34.94,0.3618,0.4297,0.3929,0.5652,55
174,40.0,0.3506,0.4766,0.404,0.5652,61
195,44.83,0.3385,0.5156,0.4087,0.5652,66
217,49.89,0.3134,0.5312,0.3942,0.5652,68
261,60.0,0.3065,0.625,0.4113,0.5652,80
304,69.89,0.3125,0.7422,0.4398,0.5652,95
348,80.0,0.3103,0.8438,0.4538,0.5652,108
391,89.89,0.312,0.9531,0.4701,0.5652,122
435,100.0,0.2943,1.0,0.4547,0.5652,128
