Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.82,0.5,0.05,0.0909,0.8577,2
9,1.84,0.7778,0.175,0.2857,0.8577,7
14,2.86,0.7857,0.275,0.4074,0.8577,11
19,3.88,0.6842,0.325,0.4407,0.8577,13
24,4.9,0.625,0.375,0.4688,0.8577,15
29,5.92,0.5517,0.4,0.4638,0.8577,16
34,6.94,0.5294,0.45,0.4865,0.8577,18
39,7.96,0.4615,0.45,0.4557,0.8577,18
44,8.98,0.4091,0.45,0.4286,0.8577,18
49,10.0,0.4286,0.525,0.4719,0.8577,21
73,14.9,0.3425,0.625,0.4425,0.8577,25
98,20.0,0.2959,0.725,0.4203,0.8577,29
122,24.9,0.2705,0.825,0.4074,0.8577,33
147,30.0,0.2245,0.825,0.3529,0.8577,33
171,34.9,0.193,0.825,0.3128,0.8577,33
196,40.0,0.1786,0.875,0.2966,0.8577,35
220,44.9,0.1636,0.9,0.2769,0.8577,36
245,50.0,0.151,0.925,0.2596,0.8577,37
294,60.0,0.1293,0.95,0.2275,0.8577,38
343,70.0,0.1108,0.95,0.1984,0.8577,38
392,80.0,0.0969,0.95,0.1759,0.8577,38
441,90.0,0.0884,0.975,0.1622,0.8577,39
490,100.0,0.0816,1.0,0.1509,0.8577,40
