Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
63,0.99,0.3175,0.0397,0.0705,0.5389,20
127,1.99,0.2756,0.0694,0.1109,0.5389,35
191,3.0,0.2199,0.0833,0.1209,0.5389,42
254,3.99,0.2008,0.1012,0.1346,0.5389,51
318,4.99,0.1887,0.119,0.146,0.5389,60
382,5.99,0.1649,0.125,0.1422,0.5389,63
446,7.0,0.1614,0.1429,0.1516,0.5389,72
509,7.99,0.1513,0.1528,0.152,0.5389,77
573,8.99,0.1449,0.1647,0.1541,0.5389,83
637,10.0,0.1366,0.1726,0.1525,0.5389,87
955,14.99,0.1194,0.2262,0.1563,0.5389,114
1274,19.99,0.1068,0.2698,0.153,0.5389,136
1593,25.0,0.0992,0.3135,0.1507,0.5389,158
1911,29.99,0.0937,0.3552,0.1482,0.5389,179
2230,35.0,0.0892,0.3948,0.1456,0.5389,199
2548,39.99,0.0879,0.4444,0.1468,0.5389,224
2867,44.99,0.0872,0.496,0.1483,0.5389,250
3186,50.0,0.0854,0.5397,0.1474,0.5389,272
3823,60.0,0.0834,0.6329,0.1474,0.5389,319
4460,69.99,0.0814,0.7202,0.1463,0.5389,363
5097,79.99,0.0802,0.8115,0.146,0.5389,409
5734,89.99,0.0774,0.881,0.1424,0.5389,444
6372,100.0,0.0791,1.0,0.1466,0.5389,504
