Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
3,0.99,1.0,0.0216,0.0423,0.6749,3
6,1.98,1.0,0.0432,0.0828,0.6749,6
9,2.97,0.8889,0.0576,0.1081,0.6749,8
12,3.96,0.75,0.0647,0.1192,0.6749,9
15,4.95,0.8,0.0863,0.1558,0.6749,12
18,5.94,0.7778,0.1007,0.1783,0.6749,14
21,6.93,0.7619,0.1151,0.2,0.6749,16
24,7.92,0.7083,0.1223,0.2086,0.6749,17
27,8.91,0.7037,0.1367,0.2289,0.6749,19
30,9.9,0.7333,0.1583,0.2604,0.6749,22
45,14.85,0.7111,0.2302,0.3478,0.6749,32
60,19.8,0.7,0.3022,0.4221,0.6749,42
75,24.75,0.6,0.3237,0.4206,0.6749,45
90,29.7,0.6222,0.4029,0.4891,0.6749,56
106,34.98,0.6038,0.4604,0.5224,0.6749,64
121,39.93,0.6033,0.5252,0.5615,0.6749,73
136,44.88,0.5956,0.5827,0.5891,0.6749,81
151,49.83,0.5894,0.6403,0.6138,0.6749,89
181,59.74,0.5746,0.7482,0.65,0.6749,104
212,69.97,0.533,0.8129,0.6439,0.6749,113
242,79.87,0.5124,0.8921,0.6509,0.6749,124
272,89.77,0.4926,0.964,0.6521,0.6749,134
303,100.0,0.4587,1.0,0.629,0.6749,139
