Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
6,0.98,0.5,0.0455,0.0833,0.9979,3
12,1.95,0.5833,0.1061,0.1795,0.9979,7
18,2.93,0.6667,0.1818,0.2857,0.9979,12
24,3.9,0.7083,0.2576,0.3778,0.9979,17
30,4.88,0.7,0.3182,0.4375,0.9979,21
36,5.85,0.7222,0.3939,0.5098,0.9979,26
43,6.99,0.7209,0.4697,0.5688,0.9979,31
49,7.97,0.7347,0.5455,0.6261,0.9979,36
55,8.94,0.7273,0.6061,0.6612,0.9979,40
61,9.92,0.7377,0.6818,0.7087,0.9979,45
92,14.96,0.7065,0.9848,0.8228,0.9979,65
123,20.0,0.5366,1.0,0.6984,0.9979,66
153,24.88,0.4314,1.0,0.6027,0.9979,66
184,29.92,0.3587,1.0,0.528,0.9979,66
215,34.96,0.307,1.0,0.4698,0.9979,66
246,40.0,0.2683,1.0,0.4231,0.9979,66
276,44.88,0.2391,1.0,0.386,0.9979,66
307,49.92,0.215,1.0,0.3539,0.9979,66
369,60.0,0.1789,1.0,0.3034,0.9979,66
430,69.92,0.1535,1.0,0.2661,0.9979,66
492,80.0,0.1341,1.0,0.2366,0.9979,66
553,89.92,0.1193,1.0,0.2132,0.9979,66
615,100.0,0.1073,1.0,0.1938,0.9979,66
