Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.88,0.75,0.0455,0.0857,0.7752,3
9,1.99,0.6667,0.0909,0.16,0.7752,6
13,2.88,0.6154,0.1212,0.2025,0.7752,8
18,3.98,0.5,0.1364,0.2143,0.7752,9
22,4.87,0.5,0.1667,0.25,0.7752,11
27,5.97,0.4444,0.1818,0.2581,0.7752,12
31,6.86,0.3871,0.1818,0.2474,0.7752,12
36,7.96,0.3889,0.2121,0.2745,0.7752,14
40,8.85,0.45,0.2727,0.3396,0.7752,18
45,9.96,0.4222,0.2879,0.3423,0.7752,19
67,14.82,0.4179,0.4242,0.4211,0.7752,28
90,19.91,0.3778,0.5152,0.4359,0.7752,34
113,25.0,0.3628,0.6212,0.4581,0.7752,41
135,29.87,0.3185,0.6515,0.4279,0.7752,43
158,34.96,0.2975,0.7121,0.4196,0.7752,47
180,39.82,0.2667,0.7273,0.3902,0.7752,48
203,44.91,0.2611,0.803,0.3941,0.7752,53
226,50.0,0.2434,0.8333,0.3767,0.7752,55
271,59.96,0.2214,0.9091,0.3561,0.7752,60
316,69.91,0.193,0.9242,0.3194,0.7752,61
361,79.87,0.1745,0.9545,0.2951,0.7752,63
406,89.82,0.1601,0.9848,0.2754,0.7752,65
452,100.0,0.146,1.0,0.2548,0.7752,66
