Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
31,0.97,0.3226,0.0065,0.0128,0.5774,10
63,1.97,0.4444,0.0183,0.0352,0.5774,28
95,2.97,0.5263,0.0327,0.0617,0.5774,50
127,3.97,0.5354,0.0445,0.0822,0.5774,68
159,4.97,0.522,0.0544,0.0985,0.5774,83
191,5.98,0.555,0.0694,0.1234,0.5774,106
223,6.98,0.565,0.0825,0.144,0.5774,126
255,7.98,0.5804,0.0969,0.1661,0.5774,148
287,8.98,0.5923,0.1113,0.1874,0.5774,170
319,9.98,0.5925,0.1238,0.2048,0.5774,189
479,14.99,0.5846,0.1834,0.2792,0.5774,280
639,19.99,0.5822,0.2436,0.3435,0.5774,372
799,25.0,0.5569,0.2914,0.3826,0.5774,445
958,29.97,0.5543,0.3477,0.4274,0.5774,531
1118,34.98,0.5447,0.3988,0.4605,0.5774,609
1278,39.99,0.5407,0.4525,0.4927,0.5774,691
1438,44.99,0.5327,0.5016,0.5167,0.5774,766
1598,50.0,0.5294,0.554,0.5414,0.5774,846
1917,59.98,0.5216,0.6549,0.5807,0.5774,1000
2237,69.99,0.5154,0.7551,0.6126,0.5774,1153
2556,79.97,0.5059,0.8468,0.6334,0.5774,1293
2876,89.99,0.4927,0.928,0.6437,0.5774,1417
3196,100.0,0.4778,1.0,0.6466,0.5774,1527
