Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
6,0.87,0.5,0.0098,0.0192,0.9049,3
13,1.88,0.5385,0.0229,0.0439,0.9049,7
20,2.9,0.6,0.0392,0.0736,0.9049,12
27,3.91,0.6296,0.0556,0.1021,0.9049,17
34,4.93,0.6471,0.0719,0.1294,0.9049,22
41,5.94,0.6341,0.085,0.1499,0.9049,26
48,6.96,0.6458,0.1013,0.1751,0.9049,31
55,7.97,0.6364,0.1144,0.1939,0.9049,35
62,8.99,0.6613,0.134,0.2228,0.9049,41
69,10.0,0.6522,0.1471,0.24,0.9049,45
103,14.93,0.6602,0.2222,0.3325,0.9049,68
138,20.0,0.7174,0.3235,0.4459,0.9049,99
172,24.93,0.7384,0.415,0.5314,0.9049,127
207,30.0,0.7343,0.4967,0.5926,0.9049,152
241,34.93,0.7303,0.5752,0.6435,0.9049,176
276,40.0,0.7246,0.6536,0.6873,0.9049,200
310,44.93,0.7129,0.7222,0.7175,0.9049,221
345,50.0,0.7014,0.7908,0.7435,0.9049,242
414,60.0,0.657,0.8889,0.7556,0.9049,272
483,70.0,0.588,0.9281,0.7199,0.9049,284
552,80.0,0.5399,0.9739,0.6946,0.9049,298
621,90.0,0.4911,0.9967,0.658,0.9049,305
690,100.0,0.4435,1.0,0.6145,0.9049,306
