Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
675,1.0,0.3452,0.0452,0.0799,0.7557,233
1351,2.0,0.3101,0.0812,0.1287,0.7557,419
2026,3.0,0.2887,0.1134,0.1628,0.7557,585
2702,4.0,0.2791,0.1462,0.1918,0.7557,754
3377,5.0,0.2665,0.1745,0.2109,0.7557,900
4053,6.0,0.2581,0.2028,0.2271,0.7557,1046
4728,7.0,0.2481,0.2274,0.2373,0.7557,1173
5404,8.0,0.2358,0.2469,0.2412,0.7557,1274
6080,9.0,0.2289,0.2698,0.2477,0.7557,1392
6755,10.0,0.2212,0.2896,0.2508,0.7557,1494
10133,15.0,0.2,0.3929,0.2651,0.7557,2027
13511,20.0,0.184,0.4819,0.2663,0.7557,2486
16889,25.0,0.172,0.5631,0.2635,0.7557,2905
20267,30.0,0.1603,0.6296,0.2555,0.7557,3248
23644,35.0,0.1506,0.6903,0.2473,0.7557,3561
27022,40.0,0.1414,0.7406,0.2375,0.7557,3821
30400,45.0,0.1337,0.7876,0.2285,0.7557,4063
33778,50.0,0.1265,0.8285,0.2195,0.7557,4274
40534,60.0,0.1139,0.8947,0.202,0.7557,4616
47289,70.0,0.1025,0.9391,0.1848,0.7557,4845
54045,80.0,0.0931,0.975,0.1699,0.7557,5030
60801,90.0,0.0844,0.9946,0.1556,0.7557,5131
67557,100.0,0.0764,1.0,0.1419,0.7557,5159
