Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
41,0.98,0.6098,0.2294,0.3333,0.8614,25
83,1.99,0.5301,0.4037,0.4583,0.8614,44
125,2.99,0.44,0.5046,0.4701,0.8614,55
167,4.0,0.3772,0.578,0.4565,0.8614,63
208,4.98,0.3269,0.6239,0.429,0.8614,68
250,5.99,0.28,0.6422,0.39,0.8614,70
292,6.99,0.2432,0.6514,0.3541,0.8614,71
334,8.0,0.2126,0.6514,0.3205,0.8614,71
375,8.98,0.1893,0.6514,0.2934,0.8614,71
417,9.98,0.1703,0.6514,0.27,0.8614,71
626,14.99,0.1278,0.7339,0.2177,0.8614,80
835,19.99,0.097,0.7431,0.1716,0.8614,81
1044,24.99,0.0805,0.7706,0.1457,0.8614,84
1253,30.0,0.0678,0.7798,0.1248,0.8614,85
1461,34.98,0.0589,0.789,0.1096,0.8614,86
1670,39.98,0.0533,0.8165,0.1001,0.8614,89
1879,44.98,0.0495,0.8532,0.0936,0.8614,93
2088,49.99,0.0479,0.9174,0.091,0.8614,100
2506,60.0,0.0415,0.9541,0.0795,0.8614,104
2923,69.98,0.0359,0.9633,0.0693,0.8614,105
3341,79.99,0.0317,0.9725,0.0614,0.8614,106
3759,89.99,0.029,1.0,0.0564,0.8614,109
4177,100.0,0.0261,1.0,0.0509,0.8614,109
