Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
48,0.98,0.1875,0.0248,0.0438,0.6469,9
97,1.98,0.1959,0.0523,0.0826,0.6469,19
146,2.98,0.2192,0.0882,0.1257,0.6469,32
195,3.98,0.2103,0.1129,0.147,0.6469,41
244,4.98,0.1926,0.1295,0.1549,0.6469,47
293,5.98,0.1945,0.157,0.1738,0.6469,57
342,6.98,0.193,0.1818,0.1872,0.6469,66
391,7.98,0.1816,0.1956,0.1883,0.6469,71
440,8.98,0.1727,0.2094,0.1893,0.6469,76
489,9.98,0.1759,0.2369,0.2019,0.6469,86
734,14.99,0.1512,0.3058,0.2024,0.6469,111
979,19.99,0.1338,0.3609,0.1952,0.6469,131
1224,24.99,0.1315,0.4435,0.2029,0.6469,161
1469,29.99,0.1253,0.5069,0.2009,0.6469,184
1714,34.99,0.1202,0.5675,0.1984,0.6469,206
1959,40.0,0.1138,0.6143,0.1921,0.6469,223
2204,45.0,0.1098,0.6667,0.1885,0.6469,242
2449,50.0,0.1037,0.6997,0.1807,0.6469,254
2938,59.98,0.0933,0.7548,0.166,0.6469,274
3428,69.99,0.0858,0.8099,0.1551,0.6469,294
3918,79.99,0.0827,0.8926,0.1514,0.6469,324
4408,90.0,0.0783,0.9504,0.1446,0.6469,345
4898,100.0,0.0741,1.0,0.138,0.6469,363
